idnorempan;PERIODO;SECCION;ACTNOM;GASPROGESAMB;gastos_tot;FUEN_AG_TOT;WTOTECONSUM;ACTINV1;ACTINV2;ACTINV3;ACTINV4;ACTINV5;ACTINV6;ACTINV7;ACTINV8;ACTGAST1;ACTGAST2;ACTGAST3;ACTGAST4;ACTGAST5;ACTGAST6;ACTGAST7;ACTGAST8;ACTGAST9;PERSAMB
20320;2023;M2 Publicidad;Publicidad;0;7008688;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18003;2023;M2 Publicidad;Publicidad;0;36538909;;114592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20659;2023;M2 Publicidad;Publicidad;0;9622509;;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20321;2023;M2 Publicidad;Publicidad;0;31845570;900;31503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19011;2023;M2 Publicidad;Publicidad;0;8605833;360;23745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20322;2023;M2 Publicidad;Publicidad;0;19758377;8;2348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20323;2023;M2 Publicidad;Publicidad;0;23963183;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20324;2023;M2 Publicidad;Publicidad;0;11510102;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10914;2023;M2 Publicidad;Publicidad;0;64948298;477;66914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20325;2023;M2 Publicidad;Publicidad;0;5682005;142;7467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20328;2023;M2 Publicidad;Publicidad;0;28919985;322;10326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17616;2023;M2 Publicidad;Publicidad;0;24871605;1208;658528;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
20330;2023;M2 Publicidad;Publicidad;0;33097656;10891;398592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10916;2023;M2 Publicidad;Publicidad;0;17854950;763;28416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20333;2023;M2 Publicidad;Publicidad;0;8534416;;6924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20336;2023;M2 Publicidad;Publicidad;0;21588089;380;80544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10920;2023;M2 Publicidad;Publicidad;0;30030642;232;119350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20344;2023;M2 Publicidad;Publicidad;0;4733068;555;56135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10921;2023;M2 Publicidad;Publicidad;0;290018832;2311;291626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10922;2023;M2 Publicidad;Publicidad;0;5518152;186;39171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14139;2023;M2 Publicidad;Publicidad;0;5816800;458;47792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12023;2023;M2 Publicidad;Publicidad;0;50337793;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10928;2023;M2 Publicidad;Publicidad;0;33426805;3106;5939066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14127;2023;M2 Publicidad;Publicidad;0;6556386;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10929;2023;M2 Publicidad;Publicidad;0;43188159;456;143499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10930;2023;M2 Publicidad;Publicidad;0;35331598;307;107440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20376;2023;M2 Publicidad;Publicidad;0;26259836;220;1650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20378;2023;M2 Publicidad;Publicidad;0;9713559;264;11764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20379;2023;M2 Publicidad;Publicidad;0;27766219;84;8172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12889;2023;M2 Publicidad;Publicidad;0;2196207;59;2256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20380;2023;M2 Publicidad;Publicidad;0;32823599;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20381;2023;M2 Publicidad;Publicidad;0;23678970;;13238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18118;2023;M2 Publicidad;Publicidad;0;19079438;306;20018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12091;2023;M2 Publicidad;Publicidad;0;5060792;;7659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13906;2023;M2 Publicidad;Publicidad;0;10314883;110;11373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19805;2023;M2 Publicidad;Mantenimiento y reparación de equipos de comunicación;0;33306593;3000;12960;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18117;2023;M2 Publicidad;Publicidad;0;7900550;157;7138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12278;2023;M2 Publicidad;Organización de convenciones y eventos comerciales;0;3708497;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12280;2023;M2 Publicidad;Publicidad;0;4708525;650;53491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13403;2023;M2 Publicidad;Publicidad;0;556352383;29215;517540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12295;2023;M2 Publicidad;Organización de convenciones y eventos comerciales;0;6611895;139;7873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12808;2023;M2 Publicidad;Publicidad;0;2038438;282;3101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12329;2023;M2 Publicidad;Publicidad;0;97569112;153;88033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12346;2023;M2 Publicidad;Publicidad;0;2231799;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13397;2023;M2 Publicidad;Publicidad;0;10556807;380;410000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18559;2023;M2 Publicidad;Publicidad;0;6216893;1;55560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18560;2023;M2 Publicidad;Publicidad;0;6975320;100;7003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12546;2023;M2 Publicidad;Publicidad;0;20734893;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12547;2023;M2 Publicidad;Publicidad;0;4251568;312;27650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20042;2023;M2 Publicidad;Publicidad;0;15058861;3;4912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19353;2023;M2 Publicidad;Publicidad;0;3517590;84;36000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11657;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;19194;5738143;209;21458;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1
10458;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;18500;26907430;2886;150579;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0
19593;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;17115;3527928;;7432;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
20521;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;10600;23744745;1518;33275;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
20669;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;10566;12040580;425;9375;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0
20895;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;8100;1453263;124;8724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
15291;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;3750;5620159;250;56016;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0
20695;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;1500;8011862;1788;126325;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
12794;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;1200;10039706;1520;42706;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
10468;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;820;1632458;501;3496;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
14277;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;510;2574518;322;37715;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
13857;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;130;2472978;750;24072;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
12729;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;62787524;237;367175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20434;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;5456306;2088;41853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13770;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;4149255;1260;8590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12777;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;8788732;;32239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15386;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;5977457;477;21201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16380;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;3932675;316;19997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13067;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;23766345;113;53406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13068;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;8213026;132;15936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19609;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;5023196;1510;40007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17688;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;6094205;24;1610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17991;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;19148182;320;17135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18422;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;10122433;1480;21296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18993;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;6396435;660;99320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19030;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;17883685;;33314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20464;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;8021970;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11498;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;3685904;185;42052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11513;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;9288583;276;18700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15590;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;1249911;3568;7232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14491;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;4101712;374;21409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10019;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;3447565;454;72896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11566;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;2693821;192;15720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11648;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;4008060;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14653;2023;N2 Agencias de viajes;Alojamiento en hoteles;0;26622753;13912;546805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19062;2023;N2 Agencias de viajes;Transporte de pasajeros;0;6612972;1045;34102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11622;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;2176917;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11631;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;3188887;78;11660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11632;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;4891437;5774;18336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14759;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;8018649;250;85112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18853;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;27162772;161;21955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15292;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;2753204;471;52800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17925;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;6139951;2409;30970;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20387;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;21507869;3500;41951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20388;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;9836694;415;19060;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11511;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;228300;126;3262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20696;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;1121891;114;6360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10020;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;1661263;120;43000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12217;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;107667686;1163;122944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13210;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;4428791;240;60754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10454;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;29431144;615;290034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10455;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;4939926;90;6375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12332;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;2598965;250;16036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10459;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;431575589;5124;421756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10460;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;7688707;677;10142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10463;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;2965789;;17780;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20861;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;1056364;194;21036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10467;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;2767750;100;9690;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13353;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;4420688;620;45333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13354;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;1367093;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10475;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;1372293;202;9346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10476;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;6006049;48;3468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13536;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;2462724;;65820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18423;2023;N2 Agencias de viajes;Actividades de operadores turísticos;0;17123547;968;60840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14590;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;4317137;416;20068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14591;2023;N2 Agencias de viajes;Actividades de operadores turísticos;0;21655950;321;83361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20697;2023;N2 Agencias de viajes;Actividades de operadores turísticos;0;3623423;2797;383918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20699;2023;N2 Agencias de viajes;Actividades de operadores turísticos;0;4568018;280;36652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20700;2023;N2 Agencias de viajes;Actividades de operadores turísticos;0;1089154;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10474;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;0;8975447;450;35000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10472;2023;N2 Agencias de viajes;Actividades de operadores turísticos;0;17729418;733;69918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18270;2023;N2 Agencias de viajes;Otros servicios de reserva y actividades relacionadas;0;1313992;79;1569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19449;2023;N2 Agencias de viajes;Otros servicios de reserva y actividades relacionadas;0;33711378;515;101220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15383;2023;N2 Agencias de viajes;Otros servicios de reserva y actividades relacionadas;0;4086857;123;16258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20389;2023;N2 Agencias de viajes;Otros servicios de reserva y actividades relacionadas;0;4899447;;9942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19895;2023;N2 Agencias de viajes;Otros servicios de reserva y actividades relacionadas;0;38727586;2115;238708;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10462;2023;N2 Agencias de viajes;Otros servicios de reserva y actividades relacionadas;0;1182603;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11026;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;0;17233142;113;8255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10960;2023;N3 Obtención y suministro de personal;Actividades de agencias de gestión y colocación de empleo;0;25279080;208;6082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18916;2023;N3 Obtención y suministro de personal;Corretaje de valores y de contratos de productos básicos;0;10293433;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13412;2023;N3 Obtención y suministro de personal;Actividades de agencias de gestión y colocación de empleo;0;319846235;749;70507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13414;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;0;2471989;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10051;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;0;47901618;;98107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13744;2023;N3 Obtención y suministro de personal;Actividades de agencias de gestión y colocación de empleo;0;147093521;420;32778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18561;2023;N3 Obtención y suministro de personal;Actividades de agencias de gestión y colocación de empleo;0;14195075;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12592;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;0;24378699;1100;6654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10057;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;0;62543963;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12925;2023;N3 Obtención y suministro de personal;Actividades de agencias de gestión y colocación de empleo;0;1781750;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12184;2023;N3 Obtención y suministro de personal;Actividades de asociaciones empresariales y de empleadores;0;1171387;78;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18854;2023;N3 Obtención y suministro de personal;Actividades de agencias de gestión y colocación de empleo;0;14405062;66;12970;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20992;2023;N3 Obtención y suministro de personal;Actividades de agencias de gestión y colocación de empleo;0;8599310;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14621;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;0;130407909;552;122880;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11594;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;0;40320346;156;7104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15044;2023;N3 Obtención y suministro de personal;Actividades de sindicatos de empleados;0;14120786;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11019;2023;N3 Obtención y suministro de personal;Otras actividades de servicio de apoyo a las empresas n.c.p.;25237;344192448;2393;77700;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;0
11020;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;17000;57982971;210;13752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
13959;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;15039;158816285;1824;104250;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
20981;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;7789;26681766;267;13607;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1
12953;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;7534;168815429;533;40368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
11837;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;5090;36583791;930;46370;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0
13416;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;4993;104933388;930;56364;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1
20004;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;3846;197277631;990;25872;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1
20773;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;3800;19332449;490;7260;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1
12263;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;3500;7204571;275;1546;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1
13956;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;2000;20247213;180;11364;1;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0
14904;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;1940;13130364;82;8268;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
21049;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;743;32434396;100;11373;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
11010;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;600;227031123;609;46250;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1
12535;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;600;24049318;;;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
20926;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;550;10900828;244;3009;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
14880;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;383;4088900;705;4741;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
13402;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;345;198327621;2243;155801;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
20922;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;325;17238643;39;12881;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
11035;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;300;128951545;591;25938;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
10940;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;27;41008888;856;26220;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
11809;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;0;13665392;41;5938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18518;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;0;5550200;60;4428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15136;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;0;132253099;128;13860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20649;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;0;1967077;1498;7492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19480;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;0;15752977;45;8726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11831;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;0;24515739;;9831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11834;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;0;30834288;554;33848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21069;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;0;9932218;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15182;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;0;17946085;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12021;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;0;4198534;;826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15220;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;0;3826089;150;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
