idnorempan;PERIODO;SECCION;ACTNOM;GASPROGESAMB;gastos_tot;FUEN_AG_TOT;WTOTECONSUM;ACTINV1;ACTINV2;ACTINV3;ACTINV4;ACTINV5;ACTINV6;ACTINV7;ACTINV8;ACTGAST1;ACTGAST2;ACTGAST3;ACTGAST4;ACTGAST5;ACTGAST6;ACTGAST7;ACTGAST8;ACTGAST9;PERSAMB
12147;2023;M1 Actividades profesionales, científicas;Actividades de administración empresarial;273810;99805032;1940;276670;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
20901;2023;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;522066;218344052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
10879;2023;M1 Actividades profesionales, científicas;Otras actividades de servicio de apoyo a las empresas n.c.p.;522066;218344052;4392;1306371;1;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;1
10600;2023;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;522066;218344052;4392;1306371;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
13389;2023;M1 Actividades profesionales, científicas;Instalaciones de fontanería, calefacción y aire acondicionado;1329;20288529;463;26406;0;1;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0
10864;2023;M1 Actividades profesionales, científicas;Actividades de arquitectura;1329;20288529;463;26406;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
12883;2023;M1 Actividades profesionales, científicas;Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil;1329;20288529;463;26406;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
12823;2023;M1 Actividades profesionales, científicas;Actividades de ingeniería y otras actividades conexas de consultoría técnica;537817;55404617;1114;116519;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;1
19883;2023;M1 Actividades profesionales, científicas;Actividades de ingeniería y otras actividades conexas de consultoría técnica;537817;55404617;1114;116519;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;1
14939;2023;M1 Actividades profesionales, científicas;Actividades de apoyo para la extracción de petróleo y de gas natural;537817;55404617;1114;116519;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1
20754;2023;M1 Actividades profesionales, científicas;Ensayos y análisis técnicos;143906;43767831;3103;227955;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
20978;2023;M1 Actividades profesionales, científicas;Actividades de ingeniería y otras actividades conexas de consultoría técnica;143906;43767831;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1
11778;2023;M1 Actividades profesionales, científicas;Actividades de ingeniería y otras actividades conexas de consultoría técnica;143906;43767831;3103;227955;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
21055;2023;M1 Actividades profesionales, científicas;Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería;127195;26856607;19232;1174690;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0
20114;2023;M1 Actividades profesionales, científicas;Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico;127195;26856607;19232;1174690;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1
13777;2023;M1 Actividades profesionales, científicas;Trilla de café;127195;26856607;19232;1174690;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0
15391;2023;M1 Actividades profesionales, científicas;Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades;0;9811337;567;37173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11816;2023;M1 Actividades profesionales, científicas;Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades;0;9811337;567;37173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18955;2023;M1 Actividades profesionales, científicas;Estudios de mercado y realización de encuestas de opinión pública;1707;44736513;0;67960;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10762;2023;M1 Actividades profesionales, científicas;Estudios de mercado y realización de encuestas de opinión pública;1707;44736513;215;67960;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0
19396;2023;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;1707;44736513;215;67960;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
11614;2023;M1 Actividades profesionales, científicas;Actividades especializadas de diseño;87140;15797874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10828;2023;M1 Actividades profesionales, científicas;Actividades especializadas de diseño;87140;15797874;4835;86001;1;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;1
13165;2023;M1 Actividades profesionales, científicas;Otras actividades profesionales, científicas y técnicas n.c.p.;104046;74434514;1271;115955;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
20969;2023;M1 Actividades profesionales, científicas;Otras actividades profesionales, científicas y técnicas n.c.p.;104046;74434514;1271;115955;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0
20721;2023;M1 Actividades profesionales, científicas;Mantenimiento y reparación de otros tipos de equipos y sus componentes n.c.p.;104046;74434514;1271;115955;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1
12136;2023;M2 Publicidad;Publicidad;280043;21253725;0;47688;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;1
20312;2023;M2 Publicidad;Publicidad;280043;21253725;408;47688;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0
11587;2023;M2 Publicidad;Publicidad;280043;21253725;408;47688;1;1;0;0;1;0;1;1;0;0;0;1;0;0;1;0;0;1
10466;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;40109;110715258;10690;572237;0;1;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0
17747;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;40109;110715258;10690;572237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
19796;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;40109;110715258;0;572237;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0
18852;2023;N2 Agencias de viajes;Actividades de operadores turísticos;783;13434451;59;7832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20698;2023;N2 Agencias de viajes;Actividades de las agencias de viaje;783;13434451;59;7832;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
13001;2023;N2 Agencias de viajes;Actividades de operadores turísticos;783;13434451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
12745;2023;N2 Agencias de viajes;Otros servicios de reserva y actividades relacionadas;600;4546101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12730;2023;N2 Agencias de viajes;Otros servicios de reserva y actividades relacionadas;600;4546101;166;48980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18967;2023;N2 Agencias de viajes;Otros servicios de reserva y actividades relacionadas;600;4546101;166;48980;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0
11016;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;0;25130829;274;26238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11013;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;0;25130829;274;26238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10939;2023;N3 Obtención y suministro de personal;Actividades de agencias de gestión y colocación de empleo;0;25130829;274;26238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19838;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;222528;180599275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
18441;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;222528;180599275;1035;112795;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;1
11012;2023;N3 Obtención y suministro de personal;Actividades de empresas de servicios temporales;222528;180599275;1035;112795;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
10972;2023;N3 Obtención y suministro de personal;Otras actividades de provisión de talento humano;174195;106159993;1087;85776;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0
14359;2023;N3 Obtención y suministro de personal;Otras actividades de provisión de talento humano;174195;106159993;1087;85776;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
11471;2023;N3 Obtención y suministro de personal;Otras actividades de provisión de talento humano;174195;106159993;1087;85776;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
13435;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;227562;219106763;12800;326355;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
13967;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;227562;219106763;12800;326355;1;1;0;1;1;0;0;0;1;0;0;1;1;0;1;0;0;1
11169;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;227562;219106763;12800;326355;1;1;0;1;1;1;1;1;1;1;0;1;0;0;1;0;0;1
11073;2023;N3 Obtención y suministro de personal;Actividades de servicios de sistemas de seguridad;12244;37226379;1388;119962;1;0;0;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0
11096;2023;N3 Obtención y suministro de personal;Actividades de seguridad privada;12244;37226379;1388;119962;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
14644;2023;N3 Obtención y suministro de personal;Actividades de servicios de sistemas de seguridad;12244;37226379;1388;119962;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1
11115;2023;N3 Obtención y suministro de personal;Actividades de detectives e investigadores privados;0;6158447;24;8400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21067;2023;N3 Obtención y suministro de personal;Actividades combinadas de apoyo a instalaciones;323904;156584232;6584;265821;1;1;0;1;0;0;1;0;1;1;0;1;1;1;1;1;0;1
14151;2023;N3 Obtención y suministro de personal;Otras actividades de limpieza de edificios e instalaciones industriales;323904;156584232;6584;265821;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0
12218;2023;N3 Obtención y suministro de personal;Actividades combinadas de apoyo a instalaciones;323904;156584232;6584;265821;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1
21042;2023;N3 Obtención y suministro de personal;Transporte mixto;300489;22000685;7168;23863;0;1;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0
13750;2023;N3 Obtención y suministro de personal;Limpieza general interior de edificios;300489;22000685;7168;23863;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
19865;2023;N3 Obtención y suministro de personal;Mantenimiento y reparación de vehículos automotores;300489;22000685;7168;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0
13440;2023;N3 Obtención y suministro de personal;Limpieza general interior de edificios;107745;53508295;51435;35036;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
18020;2023;N3 Obtención y suministro de personal;Otras actividades de limpieza de edificios e instalaciones industriales;107745;53508295;51435;35036;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0
13985;2023;N3 Obtención y suministro de personal;Otras actividades de limpieza de edificios e instalaciones industriales;107745;53508295;51435;35036;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;1
18311;2023;N4 Actividades administrativas;Actividades inmobiliarias realizadas con bienes propios o arrendados;120570;101803378;3920;384990;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
20728;2023;N4 Actividades administrativas;Actividades combinadas de servicios administrativos de oficina;120570;101803378;3920;384990;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
19896;2023;N4 Actividades administrativas;Actividades combinadas de servicios administrativos de oficina;120570;101803378;3920;384990;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
13989;2023;N4 Actividades administrativas;Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo a oficina;0;8415213;1800;116949;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20403;2023;N4 Actividades administrativas;Organización de convenciones y eventos comerciales;24066;65886542;20024;1521691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
20666;2023;N4 Actividades administrativas;Organización de convenciones y eventos comerciales;24066;65886542;20024;1521691;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;1
12734;2023;N4 Actividades administrativas;Organización de convenciones y eventos comerciales;24066;65886542;20024;1521691;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
19083;2023;N4 Actividades administrativas;Actividades de agencias de cobranza y oficinas de calificación crediticia;49359;43560018;2115;356747;0;1;0;1;0;0;1;0;0;1;0;1;0;0;1;1;0;0
11247;2023;N4 Actividades administrativas;Actividades de agencias de cobranza y oficinas de calificación crediticia;49359;43560018;2115;356747;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
12504;2023;N4 Actividades administrativas;Actividades de centros de llamadas (call center);49359;43560018;2115;356747;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0
12031;2023;N4 Actividades administrativas;Actividades de envase y empaque;90579;19941976;5523;323890;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
11253;2023;N4 Actividades administrativas;Actividades de envase y empaque;90579;19941976;5523;323890;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1
11211;2023;N4 Actividades administrativas;Fabricación de plaguicidas y otros productos químicos de uso agropecuario;90579;19941976;5523;323890;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0
20751;2023;N4 Actividades administrativas;Otras actividades de servicio de apoyo a las empresas n.c.p.;816008;157652085;14673;933842;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;1
19875;2023;N4 Actividades administrativas;Otras actividades de servicio de apoyo a las empresas n.c.p.;816008;157652085;14673;933842;0;1;1;0;0;0;0;1;0;1;1;1;0;0;1;0;1;1
20727;2023;N4 Actividades administrativas;Otras actividades de servicio de apoyo a las empresas n.c.p.;816008;157652085;14673;933842;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0
10683;2023;N5 Call center;Actividades de centros de llamadas (call center);74188;281247162;7193;1676254;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0
12520;2023;N5 Call center;Actividades de centros de llamadas (call center);74188;281247162;7193;1676254;1;1;0;1;0;0;0;0;1;1;0;1;0;0;1;0;1;1
10553;2023;N5 Call center;Actividades de centros de llamadas (call center);74188;281247162;7193;1676254;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0
11307;2023;P Educación superior;Educación técnica profesional;7374;4702240;1159;85777;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0
11286;2023;P Educación superior;Educación de universidades;7374;4702240;1159;85777;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0
12601;2023;P Educación superior;Educación técnica profesional;7374;4702240;1159;85777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
11291;2023;P Educación superior;Educación tecnológica;57804;15995374;1539;124642;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
11302;2023;P Educación superior;Educación tecnológica;57804;15995374;1539;124642;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;1
12985;2023;P Educación superior;Otros tipos de educación n.c.p.;57804;15995374;1539;124642;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1
15042;2023;P Educación superior;Educación de instituciones universitarias o de escuelas tecnológicas;46373;21542995;11728;456606;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1
11277;2023;P Educación superior;Educación de instituciones universitarias o de escuelas tecnológicas;46373;21542995;11728;456606;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1
14005;2023;P Educación superior;Educación de instituciones universitarias o de escuelas tecnológicas;46373;21542995;11728;456606;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
10263;2023;P Educación superior;Educación de universidades;4339740;387883074;83856;8346096;1;1;0;0;0;1;1;1;1;1;0;1;0;0;1;1;0;1
11265;2023;P Educación superior;Educación de universidades;4339740;387883074;83856;8346096;0;1;0;0;0;0;0;1;1;0;1;1;1;0;0;1;0;1
15140;2023;P Educación superior;Educación de universidades;4339740;387883074;83856;8346096;0;0;0;1;0;0;0;1;1;1;1;1;0;1;1;0;1;1
13480;2023;Q Salud humana;Actividades de hospitales y clínicas, con internación;3146813;906844289;202083;10352121;1;1;0;1;1;0;0;1;0;1;1;1;1;0;1;0;0;1
13195;2023;Q Salud humana;Actividades de hospitales y clínicas, con internación;3146813;906844289;202083;10352121;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1
11362;2023;Q Salud humana;Actividades de hospitales y clínicas, con internación;3146813;906844289;202083;10352121;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
19358;2023;Q Salud humana;Actividades de la práctica médica, sin internación;914345;409266984;150027;6603661;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0
11365;2023;Q Salud humana;Actividades de la práctica médica, sin internación;914345;409266984;150027;6603661;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
13472;2023;Q Salud humana;Actividades de la práctica médica, sin internación;914345;409266984;150027;6603661;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0
11356;2023;Q Salud humana;Actividades de la práctica odontológica;155575;115899841;22101;2039691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
11541;2023;Q Salud humana;Actividades de la práctica odontológica;155575;115899841;22101;2039691;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1
18161;2023;Q Salud humana;Actividades de la práctica odontológica;155575;115899841;22101;2039691;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
14028;2023;Q Salud humana;Actividades de apoyo diagnóstico;2145036;497612359;109811;7854025;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0
14036;2023;Q Salud humana;Actividades de apoyo diagnóstico;2145036;497612359;109811;7854025;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1
11317;2023;Q Salud humana;Actividades de apoyo diagnóstico;2145036;497612359;109811;7854025;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1
11366;2023;Q Salud humana;Actividades de hospitales y clínicas, con internación;87157;119158395;15499;967513;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;1
20227;2023;Q Salud humana;Actividades de apoyo terapéutico;87157;119158395;15499;967513;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
14030;2023;Q Salud humana;Actividades de apoyo terapéutico;87157;119158395;15499;967513;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
20725;2023;Q Salud humana;Otras actividades de atención de la salud humana;783198;1226099583;58700;7157895;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
18380;2023;Q Salud humana;Otras actividades de atención de la salud humana;783198;1226099583;58700;7157895;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1
14292;2023;Q Salud humana;Otras actividades de atención de la salud humana;783198;1226099583;58700;7157895;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1
20744;2023;Q Salud humana;Actividades de atención residencial medicalizada de tipo general;0;37297841;5900;157029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19763;2023;Q Salud humana;Actividades de atención residencial medicalizada de tipo general;0;37297841;5900;157029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20912;2023;Q Salud humana;Actividades de atención residencial, para el cuidado de pacientes con retardo mental, enfermedad mental y consumo de sustancias psicoactivas;28802;20806086;14189;148547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19046;2023;Q Salud humana;Actividades de atención residencial, para el cuidado de pacientes con retardo mental, enfermedad mental y consumo de sustancias psicoactivas;28802;20806086;14189;148547;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1
14282;2023;Q Salud humana;Actividades de atención residencial, para el cuidado de pacientes con retardo mental, enfermedad mental y consumo de sustancias psicoactivas;28802;20806086;14189;148547;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
19454;2023;Q Salud humana;Actividades de asociaciones religiosas;20374;9936973;18883;311187;0;1;1;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1
18443;2023;Q Salud humana;Actividades de atención en instituciones para el cuidado de personas mayores y/o discapacitadas;20374;9936973;18883;311187;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
19023;2023;Q Salud humana;Actividades de atención en instituciones para el cuidado de personas mayores y/o discapacitadas;20374;9936973;18883;311187;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;1
14561;2023;R  Actividades creativas, artísticas y de entretenim;Actividades de juegos de azar y apuestas;127378;360464394;45038;9815399;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
11443;2023;R  Actividades creativas, artísticas y de entretenim;Actividades de juegos de azar y apuestas;127378;360464394;45038;9815399;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
14391;2023;R  Actividades creativas, artísticas y de entretenim;Otras actividades de telecomunicaciones;127378;360464394;45038;9815399;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1
20968;2023;R  Actividades creativas, artísticas y de entretenim;Gestión de instalaciones deportivas;500000;267903328;110624;19625487;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0
14396;2023;R  Actividades creativas, artísticas y de entretenim;Actividades de clubes deportivos;202024;37953652;0;204822;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
19916;2023;R  Actividades creativas, artísticas y de entretenim;Actividades de clubes deportivos;202024;37953652;18892;204822;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
20852;2023;R  Actividades creativas, artísticas y de entretenim;Actividades de clubes deportivos;202024;37953652;18892;204822;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;1
18197;2023;R  Actividades creativas, artísticas y de entretenim;Otras actividades deportivas;0;67422833;57265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12669;2023;R  Actividades creativas, artísticas y de entretenim;Otras actividades deportivas;0;67422833;57265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12667;2023;R  Actividades creativas, artísticas y de entretenim;Otras actividades deportivas;0;67422833;57265;61480;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11434;2023;R  Actividades creativas, artísticas y de entretenim;Actividades de parques de atracciones y parques temáticos;115500;16074156;49003;1506510;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;1
20500;2023;R  Actividades creativas, artísticas y de entretenim;Actividades de parques de atracciones y parques temáticos;115500;16074156;49003;1506510;0;1;1;1;1;0;1;0;1;1;1;1;1;0;1;0;0;1
18291;2023;R  Actividades creativas, artísticas y de entretenim;Actividades de parques de atracciones y parques temáticos;115500;16074156;49003;1506510;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1
12947;2023;R  Actividades creativas, artísticas y de entretenim;Actividades de clubes sociales;305243;35370331;126325;2618159;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
