idnorempan;PERIODO;SECCION;ACTNOM;GASPROGESAMB;gastos_tot;ACTINV1;ACTINV2;ACTINV3;ACTINV4;ACTINV5;ACTINV6;ACTINV7;ACTINV8;ACTGAST1;ACTGAST2;ACTGAST3;ACTGAST4;ACTGAST5;ACTGAST6;ACTGAST7;ACTGAST8;ACTGAST9;PERSAMB
12849;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;5563073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12872;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;27607947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11747;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;21291514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18834;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;6525074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18831;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;3619728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18811;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;4615428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11728;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;14646422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10749;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;137914537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10748;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;116618354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10742;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;777649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10743;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;10467940;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10737;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;15617707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11583;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;78164524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19446;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;3071751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10740;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;5914730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10741;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;35206277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10745;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;34863032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10750;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;11792227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10752;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;69295206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10753;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;22672541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19878;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;42746136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15653;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;2034407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11867;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;38279630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15752;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;3480641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15753;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;3731068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17581;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;15146600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20647;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;2932879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18829;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;16591462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15669;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;5672222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18827;2022;M1 Actividades profesionales, científicas;Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria;0;11009400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20465;2022;M1 Actividades profesionales, científicas;Actividades de administración empresarial;7000;31290464;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
13800;2022;M1 Actividades profesionales, científicas;Actividades de administración empresarial;3405;190763612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11672;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;950;12063597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
21089;2022;M1 Actividades profesionales, científicas;Actividades de administración empresarial;0;8073928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19800;2022;M1 Actividades profesionales, científicas;Actividades de administración empresarial;0;4361257;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
19802;2022;M1 Actividades profesionales, científicas;Actividades de administración empresarial;0;4307024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19801;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;25446054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18442;2022;M1 Actividades profesionales, científicas;Actividades de administración empresarial;0;22905665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18248;2022;M1 Actividades profesionales, científicas;Actividades de administración empresarial;0;15552662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18645;2022;M1 Actividades profesionales, científicas;Actividades inmobiliarias realizadas con bienes propios o arrendados;0;5361937;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19863;2022;M1 Actividades profesionales, científicas;Actividades de administración empresarial;0;16073388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10794;2022;M1 Actividades profesionales, científicas;Actividades de administración empresarial;0;5055952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19713;2022;M1 Actividades profesionales, científicas;Actividades de administración empresarial;0;13400318;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15380;2022;M1 Actividades profesionales, científicas;Otras actividades de servicio de apoyo a las empresas n.c.p.;0;6331129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20354;2022;M1 Actividades profesionales, científicas;Actividades de administración empresarial;0;1216986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20661;2022;M1 Actividades profesionales, científicas;Actividades de administración empresarial;0;936743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20371;2022;M1 Actividades profesionales, científicas;Actividades de administración empresarial;0;7952220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19906;2022;M1 Actividades profesionales, científicas;Actividades de administración empresarial;0;12979983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20655;2022;M1 Actividades profesionales, científicas;Actividades de administración empresarial;0;34663379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15376;2022;M1 Actividades profesionales, científicas;Actividades de ingeniería y otras actividades conexas de consultoría técnica;0;90053024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20739;2022;M1 Actividades profesionales, científicas;Actividades de administración empresarial;0;67321813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20296;2022;M1 Actividades profesionales, científicas;Actividades de administración empresarial;0;420451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20970;2022;M1 Actividades profesionales, científicas;Actividades de administración empresarial;0;46550017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13599;2022;M1 Actividades profesionales, científicas;Otras actividades profesionales, científicas y técnicas n.c.p.;0;14430062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10447;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;70761;47048835;1;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1
10837;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;70500;27408601;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
19845;2022;M1 Actividades profesionales, científicas;Otras actividades de servicio de apoyo a las empresas n.c.p.;45500;20995637;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;1
20770;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;36300;10748496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
10879;2022;M1 Actividades profesionales, científicas;Otras actividades de servicio de apoyo a las empresas n.c.p.;34896;149059968;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
19618;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;13535;37795548;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0
14717;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;9925;5848581;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0
18786;2022;M1 Actividades profesionales, científicas;Otras actividades de telecomunicaciones;9220;15291919;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1
15677;2022;M1 Actividades profesionales, científicas;Otras actividades complementarias al transporte;6583;4496193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
18206;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;5000;17457539;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1
18186;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;3069;48563580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
14186;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;2966;118657771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
10600;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;2474;266055679;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0
19460;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;2025;21678254;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
12496;2022;M1 Actividades profesionales, científicas;Otras actividades profesionales, científicas y técnicas n.c.p.;2000;10151435;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
10631;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;1542;18208410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
18802;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;1500;14012672;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0
15604;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;615;2444935;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
13860;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;559;22467606;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
19795;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;542;12681267;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
11821;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;76914852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18307;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;11819440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12896;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;37880019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19880;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;19804380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12701;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;58739754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12908;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;20181073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11221;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;42617656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17585;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;12512922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11240;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;19149349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12890;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;4116545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13793;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;4341528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11779;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;15463743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13894;2022;M1 Actividades profesionales, científicas;Actividades de administración empresarial;0;9250427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13897;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;3625743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10567;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;17714865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10791;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;8134170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12940;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;3576358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10780;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;6686863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10790;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;3254628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10786;2022;M1 Actividades profesionales, científicas;Otras actividades profesionales, científicas y técnicas n.c.p.;0;3590219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11739;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;10701848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10779;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;7864685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10778;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;10264311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10776;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;351613831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10598;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;16981288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14157;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;1621378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10773;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;14359179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16330;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;351092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18773;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;4912696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18764;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;32257040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18774;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;8141043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20934;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;2614877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11671;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;15740706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18171;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;12333080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11546;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;7248364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20602;2022;M1 Actividades profesionales, científicas;Actividades de consultoría informática y actividades de administración de instalaciones informáticas;0;8548123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18598;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;10656536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19372;2022;M1 Actividades profesionales, científicas;Otras actividades de servicio de apoyo a las empresas n.c.p.;0;1961261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19661;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;3934163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15605;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;5359312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11606;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;7993682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10033;2022;M1 Actividades profesionales, científicas;Actividades de administración empresarial;0;17474682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11654;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;6985326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11591;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;12088913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14799;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;2509134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18763;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;175397040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18766;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;25937711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10040;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;177671067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18776;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;9336800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18778;2022;M1 Actividades profesionales, científicas;Actividades de administración de fondos;0;7012269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19869;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;31104177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18780;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;13380612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18797;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;7146456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10781;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;10657425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15382;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;9324838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12525;2022;M1 Actividades profesionales, científicas;Actividades de seguridad privada;0;39089527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18844;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;8761282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10784;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;19605782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10787;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;8856089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19874;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;2916891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10813;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;1367853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20270;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;6498537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19832;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;3334132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15656;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;4618414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18529;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;6707848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20350;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;1602499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18155;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;9678412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18816;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;2883541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20297;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;29662683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20963;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;6495181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19828;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;11866268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12096;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;13226239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10774;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;154540448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19900;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;11153273;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
19899;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;89894790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12499;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;10589530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11807;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;17733252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12142;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;2228117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18821;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;11217460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13445;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;7373636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18798;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;10559637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12161;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;3448957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20782;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;8174280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18154;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;7458260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20758;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;21738799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11799;2022;M1 Actividades profesionales, científicas;Otras actividades de servicio de apoyo a las empresas n.c.p.;0;5475899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12080;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;10537810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10945;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;4861369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10950;2022;M1 Actividades profesionales, científicas;Otras actividades de servicio de apoyo a las empresas n.c.p.;0;4692847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20392;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;10602367;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19829;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;41481961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10800;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;130535499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18825;2022;M1 Actividades profesionales, científicas;Actividades de consultoría de gestión;0;1177303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
