periodo,idnoremp,ciiu4,idact,seccion,gastos_tot,gasprogesamb,actinv1,actinv2,actinv3,actinv4,actinv5,actinv6,actinv7,actinv8,actgast1,actgast2,actgast3,actgast4,actgast5,actgast6,actgast7,actgast8,actgast9
2020,10158,5224,6310,"H1 Auxiliares del transporte",15492064,3581,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,18471,5223,6333,"H1 Auxiliares del transporte",10592716,3474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020,10185,5229,6339,"H1 Auxiliares del transporte",12032712,2681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,10488,5229,6390,"H1 Auxiliares del transporte",11064992,2432,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2020,10410,5229,6390,"H1 Auxiliares del transporte",3918779,2352,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,10024,5229,6390,"H1 Auxiliares del transporte",2128876,2025,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,12176,5221,6331,"H1 Auxiliares del transporte",1862467,1895,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
2020,14720,5224,6310,"H1 Auxiliares del transporte",3012642,1877,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,14604,5224,6310,"H1 Auxiliares del transporte",238349580,1861,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
2020,14851,5221,6331,"H1 Auxiliares del transporte",10116932,1714,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,14723,5224,6310,"H1 Auxiliares del transporte",3179443,1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020,10446,5229,6339,"H1 Auxiliares del transporte",98322790,1584,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,12337,5229,6390,"H1 Auxiliares del transporte",13133404,1565,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
2020,18467,5222,6332,"H1 Auxiliares del transporte",81748532,1280,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0
2020,19109,5221,6331,"H1 Auxiliares del transporte",3080774,1200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020,14646,5229,6390,"H1 Auxiliares del transporte",7569485,1186,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,10214,5229,6339,"H1 Auxiliares del transporte",1673619,1148,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2020,18687,5229,6390,"H1 Auxiliares del transporte",20055756,1000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,19065,5224,6310,"H1 Auxiliares del transporte",4786171,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020,10766,5210,6320,"H1 Auxiliares del transporte",1979810,650,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,14687,5224,6310,"H1 Auxiliares del transporte",11227404,550,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2020,19921,5210,6320,"H1 Auxiliares del transporte",12820703,442,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2020,13859,5229,6390,"H1 Auxiliares del transporte",10796709,400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,10496,5229,6390,"H1 Auxiliares del transporte",21311562,280,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2020,10508,5229,6390,"H1 Auxiliares del transporte",9972239,254,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,13346,5224,6310,"H1 Auxiliares del transporte",12944880,125,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2020,18515,5229,6390,"H1 Auxiliares del transporte",9328100,70,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2020,11509,5222,6332,"H1 Auxiliares del transporte",22096942,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020,10013,5222,6332,"H1 Auxiliares del transporte",17615466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10015,5210,6320,"H1 Auxiliares del transporte",10395723,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10021,5229,6390,"H1 Auxiliares del transporte",5916569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10022,5229,6390,"H1 Auxiliares del transporte",8658682,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10023,5229,6390,"H1 Auxiliares del transporte",3030444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10025,5229,6390,"H1 Auxiliares del transporte",3176378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10128,5229,6390,"H1 Auxiliares del transporte",1992354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10141,5229,6390,"H1 Auxiliares del transporte",3120057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10145,5221,6331,"H1 Auxiliares del transporte",5940935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10157,5224,6310,"H1 Auxiliares del transporte",1980084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10203,5224,6310,"H1 Auxiliares del transporte",4137007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10225,5229,6390,"H1 Auxiliares del transporte",58030157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10228,5224,6310,"H1 Auxiliares del transporte",4494489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10278,5224,6310,"H1 Auxiliares del transporte",2770028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,18547,5224,6310,"H1 Auxiliares del transporte",2060971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,17968,5224,6310,"H1 Auxiliares del transporte",29649203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,17969,5224,6310,"H1 Auxiliares del transporte",10751875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,17971,5224,6310,"H1 Auxiliares del transporte",2017229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19354,5222,6332,"H1 Auxiliares del transporte",2757370,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020,10411,5229,6390,"H1 Auxiliares del transporte",7147582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10412,5229,6390,"H1 Auxiliares del transporte",5472798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10413,5229,6390,"H1 Auxiliares del transporte",22450057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10415,5224,6310,"H1 Auxiliares del transporte",67170673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10420,5229,6390,"H1 Auxiliares del transporte",46125429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10421,5224,6310,"H1 Auxiliares del transporte",19829984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10422,5210,6320,"H1 Auxiliares del transporte",4731481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,15445,5210,6320,"H1 Auxiliares del transporte",3867286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10426,5210,6320,"H1 Auxiliares del transporte",3082086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10428,5210,6320,"H1 Auxiliares del transporte",98404965,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,10431,5210,6320,"H1 Auxiliares del transporte",16839466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10432,5210,6320,"H1 Auxiliares del transporte",14631823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10434,5210,6320,"H1 Auxiliares del transporte",79673891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10435,5210,6320,"H1 Auxiliares del transporte",5689554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10437,5221,6331,"H1 Auxiliares del transporte",34215618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10438,5221,6331,"H1 Auxiliares del transporte",28655373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10440,5221,6331,"H1 Auxiliares del transporte",42117594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10441,5221,6331,"H1 Auxiliares del transporte",12130907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10442,5224,6310,"H1 Auxiliares del transporte",21824945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10443,5224,6310,"H1 Auxiliares del transporte",32473006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10449,5229,6390,"H1 Auxiliares del transporte",26973521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10451,5229,6339,"H1 Auxiliares del transporte",1039296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10464,5229,6390,"H1 Auxiliares del transporte",35722593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10469,5229,6390,"H1 Auxiliares del transporte",5185477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10478,5229,6390,"H1 Auxiliares del transporte",219324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,19360,5229,6390,"H1 Auxiliares del transporte",1850214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10480,5229,6390,"H1 Auxiliares del transporte",4779021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10481,5229,6390,"H1 Auxiliares del transporte",10425383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10483,5229,6390,"H1 Auxiliares del transporte",7350993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10484,5229,6390,"H1 Auxiliares del transporte",4388789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10485,5229,6390,"H1 Auxiliares del transporte",21565838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10486,5229,6390,"H1 Auxiliares del transporte",5163892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10487,5229,6390,"H1 Auxiliares del transporte",16222653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10489,5229,6390,"H1 Auxiliares del transporte",12140988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10490,5229,6390,"H1 Auxiliares del transporte",38316724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10491,5229,6390,"H1 Auxiliares del transporte",15615508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10492,5229,6390,"H1 Auxiliares del transporte",8660216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10495,5229,6390,"H1 Auxiliares del transporte",4273195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10499,5229,6390,"H1 Auxiliares del transporte",29494871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10501,5229,6390,"H1 Auxiliares del transporte",13570402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10502,5229,6390,"H1 Auxiliares del transporte",6899226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10503,5229,6390,"H1 Auxiliares del transporte",5441595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10505,5229,6390,"H1 Auxiliares del transporte",2858259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10507,5229,6390,"H1 Auxiliares del transporte",3055897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10509,5229,6390,"H1 Auxiliares del transporte",5990306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10512,5229,6390,"H1 Auxiliares del transporte",1794733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10513,5229,6390,"H1 Auxiliares del transporte",1930436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10514,5229,6390,"H1 Auxiliares del transporte",2810516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10515,5229,6390,"H1 Auxiliares del transporte",7241671,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020,10572,5229,6339,"H1 Auxiliares del transporte",26276927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10997,5210,6320,"H1 Auxiliares del transporte",37293408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11223,5229,6390,"H1 Auxiliares del transporte",8165066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11229,5210,6320,"H1 Auxiliares del transporte",3549120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,15548,5210,6320,"H1 Auxiliares del transporte",8158044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,11470,5229,6390,"H1 Auxiliares del transporte",7648854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
