"idnoremp","Seccion22","Division","periodo","intio","pottcag","gppgpa","ocgtot","CONINTER","OTROSG","PEROCU","PEREMU","PMISION","SULPERM","SULSAL","SULTEMP","SULMISION","SULAPRENDIZ","PRESPERM","PRESTEMP","PRESMISION","PRESTA","REMU","PROBRU","VALAGRE","TOTG","idaio","imesetot","inoio","insertot","potpsfr","pompsfr","pohpsfr","potperm","pomperm","pohperm","pottcde","pomtcde","pohtcde","pottmoe","pomtmoe","pohtmoe","pomtcag","pohtcag","potpau","pompau","pohpau","pomtot","pohtot","pottot","pompsfr1","pohpsfr2","pompsfr3","pohpsfr4","pompsfr5","pohpsfr6","pomperm1","pohperm2","pomperm3","pohperm4","pomperm5","pohperm6","pomtcde1","pohtcde2","pomtcde3","pohtcde4","pomtcde5","pohtcde6","pomtcag1","pohtcag2","pomtcag3","pohtcag4","pomtcag5","pohtcag6","pomtdhc","pohtdhc","pomtmad","pohtmad","pompau1","pohpau2","pomtot1","pohtot2","pomtot3","pohtot4","pomtot5","pohtot6","ththca","thtmas","gpper","gpppsp","gppcpo","gppano","gppavo","gpppta","gppgpn","gpptpot","ocgrps","gmesetot","gsptot","ocgrc","ocgid","ocgoi","ocgpc","ocgtg","gouts","ocgsv","ocgee","ocgar","ocgca","ocgse","ocgsp","ocgco","ocgfa","ocgpp","ocgnr","ocggv","ocgct","ocggr","ocgup","ocgcl","ocgusi","ocgspe","ocgsgn","gppered1","gppered2","gppered3","gpppsp1","gpppsp2","gpppsp3","gppcpoed1","gppcpoed2","gppcpoed3","gppanoed1","gppanoed2","gppanoed3","gppavoed1","gppavoed2","gppavoed3","gppdocen","gppgpaed1","gppmoni","gppgpned1","gppgpned2","gppgpned3","gpptpoted1","gpptpoted2","gpptpoted3"
18225,"J3",61,2022,2190968,0,14650,107205,70969,0,62,62,0,143080,1381038,1218541,0,19417,34185,226139,0,605089,1986127,2190968,2119999,1986127,1999,0,0,2190968,0,0,0,8,4,4,51,20,31,"NA","NA","NA",0,0,2,1,1,26,36,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143080,34185,244795,99970,0,0,0,1986127,0,0,18000,0,16665,19036,0,42700,0,0,0,0,0,924,0,9374,0,0,248,0,0,0,176,0,82,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18227,"N3",81,2022,10657208,295,0,9460237,8927073,0,135,135,0,0,3317647,3284870,0,32777,0,580567,0,1073399,4391046,10550411,1623338,4391046,1994,106797,4425672,6124739,0,0,0,0,0,0,130,86,44,"NA","NA","NA",210,85,0,0,0,297,133,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,384928,107904,0,5133612,0,4391046,247056,106797,114935,0,131306,135537,124863,596413,0,308718,1061377,634443,0,0,6405,76747,106158,0,55612,352614,0,0,56591,218,187612,23175,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18601,"M1",71,2022,3114860,0,0,2292219,2069137,583,9,9,0,151829,151829,0,0,0,36933,0,0,81543,233372,3114860,1045723,233955,1992,0,0,3114860,0,0,0,9,2,7,0,0,0,"NA","NA","NA",0,0,0,0,0,2,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151829,36933,34496,14581,0,0,583,238422,1968129,0,19100,0,12870,32814,176571,27969,0,0,0,17000,0,926,1557,7197,0,0,11963,6743,0,0,3937,0,0,5443,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18229,"H1",52,2022,4088574,0,36000,591204,520745,561062,146,145,0,126000,2325591,2139591,0,60000,27510,470710,0,871479,3197070,4088574,3567829,3758132,2002,0,0,4088574,1,1,0,7,2,5,132,2,130,"NA","NA","NA",0,0,3,2,1,9,137,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126000,27510,298476,74783,0,0,561062,3758132,0,0,89016,0,39496,16002,10600,76114,0,24600,0,12000,0,16200,2850,6237,26850,12600,19320,18600,0,59230,18100,48543,91936,2550,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18230,"M1",71,2022,9918814,0,10200,409873,329979,63209,73,73,0,360774,4863601,4488477,0,14350,55998,987464,0,2069775,6933376,9918814,9588835,6996585,2002,0,0,9918814,0,0,0,2,1,1,69,22,47,"NA","NA","NA",0,0,1,1,0,24,49,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360774,55998,824372,201941,0,0,63209,6996585,0,0,90802,0,19875,57870,0,78107,26458,0,1101,0,0,25320,293,6890,233,0,15008,3472,0,986,1552,64269,9296,8341,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18233,"R",92,2022,14444338,0,0,12491917,11925525,493547,4,4,0,731072,731072,0,0,0,58325,0,0,256640,987712,14444338,2518813,1481259,2016,0,0,14444338,0,0,0,4,2,2,0,0,0,"NA","NA","NA",0,0,0,0,0,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,731072,58325,128732,54905,14678,0,493547,1481259,6933282,0,1207000,0,33579,362088,132996,0,50062,2809,0,0,18757,0,0,40669,38327,3671811,0,0,510,0,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18234,"LN1",77,2022,65183219,0,0,13958034,8827347,221967,86,86,0,5359617,5359617,0,0,0,956682,0,0,2141157,7500774,65183219,56355872,7722741,1997,0,0,65183219,0,0,0,86,45,41,0,0,0,"NA","NA","NA",0,0,0,0,0,45,41,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5359617,956682,911135,273340,0,0,221967,7722741,0,0,1806096,0,488065,838381,3733319,229836,0,0,0,4306995,50460,330699,4651,36252,17365,137987,771041,71988,1082270,0,16944,8748,0,26937,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18235,"LN1",77,2022,23456210,0,0,14935054,14315494,275972,235,235,0,624660,7199463,6574803,0,0,139821,1450466,0,3148666,10348129,23308036,8992542,10624101,2001,262806,8164730,15028674,0,0,0,11,5,6,224,14,210,"NA","NA","NA",0,0,0,0,0,19,216,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624660,139821,1268467,289912,0,0,275972,10624101,14094133,125172,39550,0,228505,182468,81579,92023,0,0,0,0,12877,10889,492,11218,30517,0,10100,1320,0,173,7019,4610,0,2409,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18237,"M2",73,2022,57361249,18,62731,33383422,32206593,0,81,81,0,11804151,11866882,0,0,62731,1062374,0,0,3777328,15644210,57361249,25154656,15644210,2011,0,0,57361249,0,0,0,76,36,40,0,0,0,"NA","NA","NA",18,0,5,5,0,59,40,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11804151,1062374,1888664,826290,0,1059601,0,15644210,26306773,0,1463021,0,955744,1,186971,0,0,0,0,556310,0,0,0,494432,243333,303879,23940,0,0,1696338,18331,0,0,74748,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18238,"J4",62,2022,44310678,0,273429,16362541,15829205,460677,249,249,0,8605851,9244347,365067,0,273429,1897221,80713,0,3951473,13195820,44310678,28481473,13656497,1999,0,0,44310678,0,0,0,215,107,108,11,6,5,"NA","NA","NA",0,0,23,14,9,127,122,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8605851,1897221,1490782,372874,109883,0,460677,13656497,12246168,0,643192,633893,185140,325239,0,537211,33255,1715,632052,648136,0,85039,5120,86098,16658,6360,10822,200906,0,5233,3423,754,46617,9510,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18239,"LN1",77,2022,66772962,5,32918,56858426,55791607,140364,88,88,0,5282375,5315293,0,0,32918,1373417,0,0,3340033,8655326,66795964,11004357,8795690,2009,0,0,66772962,0,0,0,85,5,80,0,0,0,"NA","NA","NA",3,2,3,2,1,10,83,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5282375,1373417,1322265,203912,717956,136364,140364,9073207,42506605,0,11753818,0,762662,296074,0,200361,594617,1285,13104,45448,54024,63074,420,93769,53898,38699,47008,144056,0,0,18657,2453,0,32030,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18240,"Q",86,2022,41219861,0,161257,39147820,36016606,34323,446,438,0,6997823,8982831,1722965,0,262043,1370370,264675,0,3564855,12547686,41219860,5203254,12582009,1992,577992,0,40641869,8,0,8,365,220,145,60,22,38,"NA","NA","NA",0,0,8,5,3,249,197,446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6997823,1370370,1533905,395905,0,0,34323,12582009,26540847,1,2969770,0,192890,1836814,1035792,5218380,0,157522,169822,0,4494,143885,15337,73826,223,0,222006,223,0,0,38985,7465,8131,489902,21505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18241,"H2",53,2022,23336855,225,108008,21765573,21288470,0,113,113,0,1201685,1583070,273377,0,108008,300421,62877,0,684155,2267225,23336855,2048385,2267225,1995,0,0,23336855,0,0,0,82,10,72,21,3,18,"NA","NA","NA",45,180,10,6,4,64,274,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1201685,300421,237334,83523,0,3795160,0,2267225,12527972,0,120188,0,94384,333778,0,2954291,0,0,0,714162,29632,35721,421421,23111,0,0,173579,25361,0,0,0,0,0,506219,10594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18242,"Q",86,2022,9253664,0,27867,5278150,4154204,626675,112,112,0,2798546,2826413,0,0,27867,657182,0,0,1135196,3961609,8317000,4162796,4588284,2001,2062582,0,7191082,0,0,0,109,82,27,0,0,0,"NA","NA","NA",0,0,3,2,1,84,28,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2798546,657182,362990,115024,0,0,626675,4588284,3141901,936664,85369,0,26370,151549,0,228108,0,45371,55917,104911,10115,0,2410,180817,10182,9922,160509,4200,0,6860,37962,5700,38225,35047,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18243,"Q",86,2022,23040861,0,72508,18024255,17808013,501132,252,252,0,4846449,4975450,0,0,129001,1114683,0,0,2499335,7474785,23040861,5232848,7975917,2001,0,0,23040861,0,0,0,233,190,43,0,0,0,"NA","NA","NA",0,0,9,5,4,203,49,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4846449,1114683,1130421,426121,0,0,501132,8147807,12244576,0,158847,0,0,161650,0,3671868,0,315319,209932,235918,5350,95877,55277,168310,29456,0,460113,9155,0,1680,17350,24339,27216,130355,1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18244,"J4",62,2022,110865041,0,134000,52109270,43632768,425900,354,354,0,24861049,25246773,234724,0,151000,2840842,25820,0,8219590,33466363,108841591,65208823,33892263,2005,5675839,0,105189202,0,0,0,336,171,165,5,1,4,"NA","NA","NA",0,0,11,9,2,182,172,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24861049,2840842,4073044,1279884,0,0,425900,33892263,0,2023450,5557357,0,896334,4529392,643044,33827398,31480,62879,824158,195022,67242,430288,225,518414,197280,973933,952840,264830,0,15217,5423,0,25500,67564,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18245,"J4",62,2022,242318595,1,29430,223852860,221734727,269689,88,88,0,10562992,10592422,0,0,29430,2215363,0,0,4960247,15552669,242318595,20583868,15822358,2011,0,0,242318595,0,0,0,85,35,50,0,0,0,"NA","NA","NA",1,0,3,2,1,38,51,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10562992,2215363,2435536,655735,0,26767,269689,16168745,209778906,0,9391534,0,1597046,495516,0,45083,6036,68201,6784,468933,0,0,3346,108989,110,870615,3195,881910,0,74214,10316,0,0,15359,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18247,"N3",78,2022,159049297,0,6466,2858585,2496299,13071321,5307,5307,5214,96000,87555605,1858786,85578853,21966,19200,371757,20945843,38504684,126060289,159049297,156552998,139131610,2005,0,0,159049297,0,0,0,1,1,0,88,65,23,"5214","1724","3490",0,0,1,1,0,1793,3514,5307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96000,19200,13324886,3842998,0,0,26142642,152202931,652210,0,527980,0,198721,70391,82259,230157,235526,25610,2691,211867,19887,20665,0,123333,7932,1635,67891,91997,0,63043,57412,329,167049,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18248,"M1",70,2022,12489386,0,304773,9477580,9340665,187000,185,185,0,2562413,3831075,963889,0,304773,737105,220344,0,2057007,5888082,12489386,3148721,6075082,1997,0,0,12489386,0,0,0,109,73,36,45,28,17,"NA","NA","NA",0,0,31,18,13,119,66,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2562413,737105,771702,327856,0,0,187000,6075082,8636908,0,124983,0,10938,96198,23933,84955,0,29403,4344,114010,0,8395,5704,9874,4778,37691,27998,141507,0,64527,6883,0,36338,8213,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18249,"LN1",77,2022,85192104,0,0,46456846,42731827,145758,22,22,0,744668,744668,0,0,0,170275,0,0,341549,1086217,85192104,42460277,1231975,2003,0,283261,84908843,0,0,0,22,11,11,0,0,0,"NA","NA","NA",0,0,0,0,0,11,11,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744668,170275,119147,52127,0,0,145758,1231975,40352133,0,430594,0,1239848,2465483,0,0,0,264701,1439299,0,46917,118713,12849,29317,0,0,0,0,0,0,13788,8447,0,34156,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18251,"LN1",68,2022,29714288,0,46211,11186652,7529703,101209,153,153,0,4248854,7244889,2949824,0,46211,901664,796452,0,3357527,10602416,29714288,22184585,10703625,1978,0,0,29714288,0,0,0,49,26,23,100,60,40,"NA","NA","NA",0,0,4,3,1,89,64,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4248854,901664,959904,339205,360302,0,101209,10703625,0,0,1186865,0,730545,2862335,0,1403120,0,672780,122862,65000,0,480573,341810,46601,1804,1500,1080606,10164,539534,91,29053,10617,58458,1236186,306148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18253,"LN1",77,2022,22207835,0,0,17316909,15980638,38845,56,56,0,2421063,2421063,0,0,0,798951,0,0,1283660,3704723,21484362,5503724,3743568,2010,1877210,0,20330625,0,0,0,56,14,42,0,0,0,"NA","NA","NA",0,0,0,0,0,14,42,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2421063,798951,395453,89256,0,0,38845,3743568,14447837,723473,142670,0,237559,341250,19947,123897,0,208896,398818,0,69870,362403,7426,37893,5047,0,24577,47775,11494,20085,36604,135,31580,17673,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18254,"J3",61,2022,10018377,0,0,9236844,9004212,192723,8,8,0,1197389,1197389,0,0,0,275399,0,0,588449,1785838,10018377,1014165,1978561,2003,0,94478,9923899,0,0,0,8,2,6,0,0,0,"NA","NA","NA",0,0,0,0,0,2,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1197389,275399,213740,99310,0,0,192723,1978561,0,0,4749433,0,87159,106317,0,11353,378380,102225,0,628842,4391,70817,0,230521,11360,6000,2626650,193544,0,13235,2790,0,0,13827,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18255,"N3",81,2022,36666585,0,63422,8344631,7849555,6233,1265,1265,0,205345,19762626,19475669,0,81612,44827,4251539,0,8233170,27995796,36666585,28817030,28002029,2010,0,11006803,25659782,0,0,0,10,5,5,1245,732,513,"NA","NA","NA",0,0,7,4,3,744,521,1265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205345,44827,3149563,787241,0,0,6233,28002029,1957027,0,1485641,0,308709,11853,130000,1593240,0,1023266,104458,192300,0,32003,24036,7854,140456,10589,954882,10400,0,0,4481,15448,29263,308289,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18256,"H1",52,2022,4229285,0,29153,2405962,2405962,73620,27,27,0,1102491,1131644,0,0,29153,344034,0,0,578505,1710149,4229285,1823323,1783769,2003,0,0,4229285,0,0,0,25,4,21,0,0,0,"NA","NA","NA",0,0,2,1,1,5,22,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1102491,344034,187875,46596,0,0,73620,1783769,2089982,0,315980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18258,"Q",86,2022,161980484,0,171282,69414607,68979712,505445,635,635,0,16280180,18372037,1856708,0,235149,3554451,405380,0,7370725,25742762,161980484,93000772,26248207,2015,0,0,161980484,0,0,0,577,404,173,28,22,6,"NA","NA","NA",0,0,19,12,7,446,189,635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16280180,3554451,2668522,742372,0,0,505445,26248207,57347714,0,385156,2269,19668,29586,272059,293439,0,1038481,746843,5588563,0,2924,226413,35242,249420,149,1026749,3007,0,0,316080,37549,214321,1534897,44078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18602,"N3",78,2022,1094124,0,0,139451,70415,16886,13,13,12,29937,610510,0,580573,0,6483,0,136547,259306,869816,1094124,1023709,886702,2013,0,0,1094124,0,0,0,1,1,0,0,0,0,"12","4","8",0,0,0,0,0,5,8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29937,6483,88664,27612,0,0,33772,903588,0,0,63477,0,823,2497,65646,2088,0,0,485,0,0,4112,0,0,0,0,0,0,0,0,323,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18260,"H1",52,2022,27857678,0,58330,17015861,16566280,206680,165,165,0,4355219,4413549,0,0,58330,955203,0,0,2059229,6472778,27764219,11197939,6679458,2011,393541,0,27464137,0,0,0,160,43,117,0,0,0,"NA","NA","NA",0,0,5,3,2,46,119,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4355219,955203,797220,306806,0,0,206680,6679458,7799744,93459,150953,0,125871,143225,0,380335,0,644541,140014,4593677,22948,145271,27761,171763,342520,0,451002,189058,0,18353,15517,1348238,103703,107908,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18263,"N3",81,2022,13203225,0,0,12477682,12233134,0,279,279,0,459723,5210289,4750566,0,0,101139,1092530,0,2551277,7761566,12986611,753477,7761566,2014,416566,0,12786659,0,0,0,4,2,2,275,131,144,"NA","NA","NA",0,0,0,0,0,133,146,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459723,101139,1140135,217473,0,0,0,7761566,11050104,216614,152659,0,16373,1153,0,0,0,0,0,419396,0,10095,5378,26110,451759,0,0,9107,0,0,7293,13563,89983,8095,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18265,"Q",86,2022,53978668,0,170083,6662177,6432379,1417807,1348,1348,0,22649832,27570194,4750279,0,170083,5368010,1045061,0,12368233,39938427,54003471,47571092,41356234,2013,0,0,53978668,0,0,0,1066,947,119,265,171,94,"NA","NA","NA",0,0,17,8,9,1126,222,1348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22649832,5368010,4686933,1268229,0,0,1417807,41356234,0,0,2704750,0,0,220960,0,2248,2852631,0,0,0,2330,0,0,101535,118970,0,0,77561,0,407,2426,0,578359,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18266,"LN1",77,2022,10231963,0,10875,7776102,6758697,186610,121,121,0,0,2043944,2033069,0,10875,0,447275,0,968508,3012452,10222595,3463898,3199062,2004,16884,363179,9851900,0,0,0,0,0,0,120,36,84,"NA","NA","NA",0,0,1,0,1,36,85,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,426944,94289,0,0,186610,3199062,5689886,9368,265325,0,95356,851027,53713,256413,17328,410,0,10767,3299,3915,1080,15574,29807,5046,32329,47557,331024,7451,18839,3291,22147,4983,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
