"idnoremp","Seccion21","Division","periodo","intio","pottcag","gppgpa","ocgtot","CONINTER","OTROSG","PEROCU","PEREMU","PMISION","SULPERM","SULSAL","SULTEMP","SULMISION","SULAPRENDIZ","PRESPERM","PRESTEMP","PRESMISION","PRESTA","REMU","PROBRU","VALAGRE","TOTG","idaio","imesetot","inoio","insertot","potpsfr","pompsfr","pohpsfr","potperm","pomperm","pohperm","pottcde","pomtcde","pohtcde","pottmoe","pomtmoe","pohtmoe","pomtcag","pohtcag","potpau","pompau","pohpau","pomtot","pohtot","pottot","pompsfr1","pohpsfr2","pompsfr3","pohpsfr4","pompsfr5","pohpsfr6","pomperm1","pohperm2","pomperm3","pohperm4","pomperm5","pohperm6","pomtcde1","pohtcde2","pomtcde3","pohtcde4","pomtcde5","pohtcde6","pomtcag1","pohtcag2","pomtcag3","pohtcag4","pomtcag5","pohtcag6","pomtdhc","pohtdhc","pomtmad","pohtmad","pompau1","pohpau2","pomtot1","pohtot2","pomtot3","pohtot4","pomtot5","pohtot6","ththca","thtmas","gppsi","gpper","gpppsp","gpppst","gsppt","gppcpo","gppano","gppavo","gpppta","gppgpn","gpptpot","ocgrps","gmesetot","gsptot","ocgrc","ocgid","occree","ocgoi","ocgpc","ocgog","ocgtg","ocgamc","ocgtgno","gouts","ocgsv","ocgee","ocgar","ocgca","ocgse","ocgsp","ocgco","ocgfa","ocgpp","ocgnr","ocggv","ocgct","ocggr","ocgup","ocgcl","ocgusi","ocgspe","ocgsgn","gppsied1","gppsied2","gppsied3","gppered1","gppered2","gppered3","gpppsp1","gpppsp2","gpppsp3","gpppsted1","gpppsted2","gpppsted3","gppcpoed1","gppcpoed2","gppcpoed3","gppanoed1","gppanoed2","gppanoed3","gppavoed1","gppavoed2","gppavoed3","gppdocen","gppgpaed1","gppmoni","gppgpned1","gppgpned2","gppgpned3","gpptpoted1","gpptpoted2","gpptpoted3","opcomex"
10734,"N4",82,2021,130682514,0,443397,5995548,3987641,33581898,2817,2817,0,76315647,93355567,16569223,0,470697,17018824,4034421,0,40465462,133821029,130682514,126694873,167402927,1981,0,0,130682514,0,0,0,1935,1123,812,824,566,258,0,0,0,0,0,53,38,15,1730,1087,2817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76315647,17018824,NA,NA,15364064,4048153,0,0,33581898,167402927,0,0,762052,0,1136800,NA,627362,211163,NA,1496627,NA,NA,0,5564,25260,1215,3071,15345,5920,849375,12252,177409,379743,7497,762,0,26477,0,235603,16051,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10735,"M1",69,2021,4728348,0,0,983735,872477,55639,16,16,0,808617,808617,0,0,0,199333,0,0,416565,1225182,4728348,3855871,1280821,1982,0,208312,4520036,0,0,0,16,13,3,0,0,0,0,0,0,0,0,0,0,0,13,3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,808617,199333,NA,NA,213384,57304,0,0,55639,1334277,0,0,304919,0,17087,NA,72889,15549,NA,208183,NA,NA,0,0,0,5300,25523,16953,6203,33250,5313,0,100185,52609,0,76118,7135,16698,5380,14441,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10736,"M1",69,2021,9628187,0,81348,2257171,2102151,0,392,392,0,3269739,4047295,696208,0,81348,906650,88357,0,2106067,6153362,9628186,7526035,6153362,1983,1,0,9628186,0,0,0,26,20,6,160,121,39,0,0,0,0,0,206,154,52,295,97,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3269739,906650,NA,NA,905840,205220,0,0,0,6153362,0,1,233331,12285,91271,NA,44995,0,NA,21970,NA,NA,0,16995,492677,482955,18446,5030,170166,272266,37725,280,61627,6701,0,307,43342,916,5652,238233,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10737,"M1",69,2021,24636358,0,20271,5613666,5226023,167457,87,87,0,3214387,4386831,1142518,0,29926,705895,256237,0,1974590,6361421,24636358,19410335,6528878,1990,0,111147,24525211,0,0,0,49,33,16,33,16,17,0,0,0,0,0,3,1,2,50,37,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3214387,705895,NA,NA,775715,236743,0,0,167457,6528878,0,0,2506158,0,108901,NA,187298,63971,NA,837601,NA,NA,0,0,66164,68634,29249,254661,7645,61982,29099,0,271407,206134,0,819092,28694,27342,17428,22206,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10739,"M1",69,2021,6548456,0,6420,473380,353871,282080,38,38,0,1002479,1010807,0,0,8328,195457,0,0,436154,1446961,6548456,6194585,1729041,1993,0,0,6548456,0,0,0,36,25,11,0,0,0,0,0,0,0,0,1,1,0,27,11,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1002479,195457,NA,NA,152025,42219,46453,0,282080,1729041,0,0,24066,0,47081,NA,69097,0,NA,35362,NA,NA,0,101258,0,0,1666,16199,31293,33354,68,0,70046,2764,0,289,881,652,6221,33083,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10740,"M1",69,2021,4871964,0,14264,2413817,2274417,39022,68,66,0,1949098,1971720,0,0,22622,440546,0,0,804316,2776036,4871964,2597547,2815058,1994,0,0,4871964,2,0,2,63,17,46,0,0,0,0,0,0,0,0,2,1,1,19,49,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949098,440546,NA,NA,267716,92832,3222,0,39022,2815058,0,0,965355,0,42972,NA,83205,0,NA,108120,NA,NA,0,0,137740,0,0,18786,854,27456,393007,12199,13612,505716,0,10153,35231,7046,48318,3963,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10741,"M1",69,2021,35876151,0,57703,10909037,7810008,474106,318,318,0,12013882,12226525,122700,0,89943,2627165,33296,0,5715312,17941837,35876151,28066143,18415943,1995,0,0,35876151,0,0,0,300,180,120,6,3,3,0,0,0,0,0,5,3,2,192,126,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12013882,2627165,NA,NA,2000845,548149,505857,0,474106,18415943,2738479,0,1263330,0,2803433,NA,253779,3350,NA,1042362,NA,NA,0,0,628710,544474,147202,162438,233649,165224,71371,54783,127527,70370,0,267991,150523,19086,23705,137198,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10742,"M1",69,2021,1174709,0,0,1445673,1409461,67577,25,25,0,495448,495448,0,0,0,83713,0,0,175291,670739,1174709,-234752,738316,1996,0,0,1174709,0,0,0,25,20,5,0,0,0,0,0,0,0,0,0,0,0,20,5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495448,83713,NA,NA,71546,20032,0,0,67577,738316,523078,0,171379,0,13708,NA,15506,0,NA,630213,NA,NA,22207,1419,3253,0,4499,6157,578,13732,258,0,20804,15389,0,0,472,100,0,2895,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10743,"M1",69,2021,5040709,0,5815,5097701,5037737,259849,32,32,0,2650209,2659143,0,0,8934,584131,0,0,1295619,3954762,5040759,3022,4214611,1999,0,10012,5030697,0,0,0,30,19,11,0,0,0,0,0,0,0,0,1,1,0,20,12,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2650209,584131,NA,NA,550304,143793,43537,0,259849,4240757,4161860,0,429523,0,35664,NA,20176,0,NA,167237,NA,NA,38103,0,0,59553,5060,58719,0,6777,16802,0,54117,27682,0,11809,783,1665,740,1431,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10745,"M1",69,2021,27888547,0,0,12072520,11727481,175698,201,201,0,10504851,10504851,0,0,0,2363934,0,0,5101018,15605869,27888497,16161016,15781567,2000,0,0,27888547,0,0,0,201,126,75,0,0,0,0,0,0,0,0,0,0,0,126,75,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10504851,2363934,NA,NA,1756201,483652,497231,0,175698,15781567,0,0,10598245,0,88966,NA,149411,95256,NA,380299,NA,NA,0,0,0,126755,33389,198469,0,238612,0,3463,84104,27908,0,0,47643,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10748,"M1",69,2021,126079830,0,380036,21895381,19070275,486357,1013,1013,0,48036847,49574491,1034321,0,503323,10701788,228108,0,22207672,71782163,126079830,107009555,72268520,1959,0,0,126079830,0,0,0,945,545,400,21,14,7,0,0,0,0,0,31,20,11,589,424,1013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48036847,10701788,NA,NA,8424410,2853366,0,0,486357,72268520,0,0,10756938,0,1105039,NA,603848,1032246,NA,2285181,NA,NA,0,0,0,3201539,28173,848399,6688,421095,0,47706,909972,351878,0,0,1001,0,0,295678,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10749,"M1",69,2021,150503695,17,148478,46053310,43244407,3648035,694,694,0,51842694,52068317,0,0,225622,12852528,0,0,26332285,78400602,150503695,107259288,82048637,1965,0,0,150503695,0,0,0,663,395,267,0,0,0,0,0,0,8,9,17,12,5,426,285,710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51842694,12852528,NA,NA,8468777,2998127,2012853,622909,3648035,82048637,0,0,35011175,586449,1135175,NA,1362825,239955,NA,687967,NA,NA,0,183652,895707,2679679,267670,759738,8823,302827,34566,84187,166899,603937,0,0,225794,0,0,193378,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10750,"M1",69,2021,13670139,0,18470,591490,417991,2539560,137,137,0,4904610,5044560,121480,0,18470,1204350,28020,0,2694954,7739514,13670139,13252148,10279074,1968,0,0,13670139,0,0,0,129,80,49,2,1,1,0,0,0,0,0,6,4,2,85,52,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4904610,1204350,NA,NA,1069679,382840,10065,0,2539560,10279074,0,0,164086,0,99562,NA,40921,30451,NA,5373,NA,NA,0,90791,16992,5900,4153,1160,5497,79425,2417,7500,1771,0,4063,0,5309,80,4418,21575,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10751,"M1",69,2021,77637509,0,250071,7699458,6053517,2902968,561,561,0,27643344,28173031,279616,0,250071,6054963,81132,0,12716197,40889228,77637509,71583992,43792196,1975,0,0,77637509,0,0,0,522,297,225,11,5,6,0,0,0,0,0,28,19,9,321,240,561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27643344,6054963,NA,NA,4883844,1483878,212380,0,2902968,43792196,0,0,22256,0,267523,NA,393523,923973,NA,904564,NA,NA,0,7202,1057330,1393399,415402,781884,2355,187695,24663,56045,889792,225373,0,0,3530,0,97729,45220,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10752,"M1",69,2021,80910873,0,251204,6849417,5844581,5413,657,657,0,37046733,38164722,801827,0,316162,8138127,176758,0,17073638,55238360,80910873,75066292,55243773,1984,0,0,80910873,0,0,0,615,338,277,13,10,3,0,0,0,0,0,20,11,9,363,294,657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37046733,8138127,NA,NA,6504914,2253839,0,0,5413,55243773,0,0,3539951,0,618610,NA,362947,0,NA,0,NA,NA,0,0,0,2090342,10569,0,2743,149881,0,10085,14885,0,39510,0,1117,0,0,8777,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10753,"M1",69,2021,21864177,0,120831,5884110,5580924,261855,167,167,0,7283784,7497606,72370,0,141452,1592066,15851,0,3126059,10623665,21864177,16283253,10885520,1986,0,0,21864177,0,0,0,150,90,60,4,2,2,0,0,0,0,0,10,7,3,101,66,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7283784,1592066,NA,NA,1211287,306855,0,0,261855,10885520,0,0,1876406,0,93054,NA,138495,34218,NA,141507,NA,NA,0,192,1475861,628900,641655,194972,7217,97050,18379,40823,295,322655,6638,53178,12138,442,58137,41898,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10754,"M1",73,2021,23736585,0,97290,7046138,6664998,0,331,331,0,5999482,8121636,2024864,0,97290,1764019,603430,0,4175615,12297251,23736585,17071587,12297251,1987,0,0,23736585,0,0,0,147,97,50,174,142,32,0,0,0,0,0,10,7,3,246,85,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5999482,1764019,NA,NA,1361039,447127,0,0,0,12297251,5898570,0,381528,0,163798,NA,151475,61979,NA,0,NA,NA,0,0,19352,303234,4476,12783,3588,1691,66,3966,2236,424,0,113,2159,200,1530,32970,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10756,"M1",73,2021,7422374,3,14748,4610736,4516813,299111,20,20,0,1041605,1056353,0,0,14748,181673,0,0,389878,1446231,7422374,2905561,1745342,1992,0,47724,7374650,0,0,0,19,11,8,0,0,0,0,0,0,2,1,1,1,0,14,9,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1041605,181673,NA,NA,156847,51358,0,66716,299111,1745342,3375007,0,799312,15290,34137,NA,57155,0,NA,124146,NA,NA,0,5918,0,0,0,22058,4020,63452,7022,0,2346,0,0,0,10871,131,0,23103,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10758,"M1",73,2021,3854954,0,0,3457914,3368943,5261,6,6,0,75504,75504,0,0,0,17966,0,0,30829,106333,3854954,486011,111594,2002,0,0,3854954,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75504,17966,NA,NA,9588,3275,0,0,5261,111594,0,0,2976444,0,14426,NA,70580,0,NA,162443,NA,NA,0,0,11489,14391,5220,31213,1492,11311,24292,0,94995,20210,885,0,5667,3021,0,9835,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10759,"M1",73,2021,73869871,16,153190,31264433,29999113,849628,455,455,0,19124328,19301265,0,0,176937,4229585,0,0,8572715,27873980,73869872,43870759,28723608,1992,0,7318794,66551077,0,0,0,440,231,209,0,0,0,0,0,0,5,11,12,6,6,244,227,471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19124328,4229585,NA,NA,3271672,972585,98872,905738,849628,28723608,8107704,0,830096,6223242,471342,NA,513580,156667,NA,5252977,NA,NA,1682943,69436,392948,1970530,69389,615982,16268,615798,17962,43694,253162,380741,2382324,73707,11725,2088,38144,166244,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10760,"M1",73,2021,19289825,4,64621,3214199,3054875,1242005,182,182,0,5952510,6040283,0,0,87773,1384358,0,0,2787224,8827507,19289825,16234950,10069512,2004,0,0,19289825,0,0,0,173,144,29,0,0,0,0,0,0,3,1,6,3,3,151,35,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5952510,1384358,NA,NA,961385,353317,88164,75606,1242005,10069512,1763033,0,292529,212131,140721,NA,9443,1980,NA,0,NA,NA,721,17761,31892,219045,1333,65538,1531,85662,13655,40504,41566,159531,26183,1852,2857,273,1300,7552,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10761,"M1",73,2021,22863198,0,65918,5508338,5228529,1292600,119,119,0,7449691,7515609,0,0,65918,1895589,0,0,4044865,11560474,22863198,17634669,12853074,1972,0,0,22863198,0,0,0,113,77,36,0,0,0,0,0,0,0,0,6,3,3,80,39,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7449691,1895589,NA,NA,1350441,410695,388140,0,1292600,12853074,0,0,3909307,0,137511,NA,131594,0,NA,661567,NA,NA,259552,0,0,9004,0,19780,0,87362,30117,31596,15888,121208,0,14929,39473,10106,25886,3458,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10762,"M1",73,2021,73869871,16,153190,31264433,29999113,849628,455,455,0,19124328,19301265,0,0,176937,4229585,0,0,8572715,27873980,73869872,43870759,28723608,1992,0,7318794,66551077,0,0,0,440,231,209,0,0,0,0,0,0,5,11,12,6,6,244,227,471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19124328,4229585,NA,NA,3271672,972585,98872,905738,849628,28723608,8107704,0,830096,6223242,471342,NA,513580,156667,NA,5252977,NA,NA,1682943,69436,392948,1970530,69389,615982,16268,615798,17962,43694,253162,380741,2382324,73707,11725,2088,38144,166244,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10763,"M1",73,2021,32122754,0,75541,25197477,24889706,993426,236,236,0,11127108,11800220,579549,0,93563,2748736,142888,0,5542405,17342625,32122754,7233048,18336051,1981,0,0,32122754,0,0,0,214,126,88,11,8,3,0,0,0,0,0,8,4,4,140,96,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11127108,2748736,NA,NA,1960824,562369,127588,0,993426,18336051,19299824,0,446413,0,254141,NA,1676,0,NA,3128455,NA,NA,0,279727,13592,25754,20921,30155,4267,467954,493324,0,178817,483376,0,0,34340,0,0,34741,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10766,"H1",52,2021,3156597,10,0,1017740,908086,11026,16,16,0,714154,714154,0,0,0,185680,0,0,345030,1059184,3156597,2248511,1070210,1989,0,0,3156597,0,0,0,16,3,13,0,0,0,0,0,0,5,5,0,0,0,8,18,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,714154,185680,NA,NA,116025,43325,0,509112,11026,1070210,48978,0,67422,0,35679,NA,50113,21008,NA,0,NA,NA,0,15770,0,4099,0,35108,8861,36824,8578,0,92184,32364,0,824,6628,14611,4270,24536,771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10767,"M1",71,2021,25890454,0,49645,22678682,22309165,303868,155,155,0,7754781,7815586,0,0,60805,1761851,0,0,3650026,11465612,25890454,3581289,11769480,1990,0,0,25890454,0,0,0,148,57,91,0,0,0,0,0,0,0,0,4,3,1,63,92,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7754781,1761851,NA,NA,1487746,400429,0,0,303868,11769480,19259524,0,265348,0,122596,NA,198259,20538,NA,2128347,NA,NA,0,104531,8076,106467,34838,156459,3757,71741,1093,0,31402,80441,0,0,17064,16905,13861,36743,692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10768,"J4",62,2021,292884379,57,1496816,132145212,126286199,23178502,1192,1192,0,79837701,81334517,0,0,1496816,16138344,0,0,37249581,118584098,292884379,166598180,141762600,1990,0,0,292884379,0,0,0,1078,370,708,0,0,0,0,0,0,33,24,114,49,65,452,797,1249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79837701,16138344,NA,NA,11887032,3827947,5396258,4569119,23178502,141762600,2552250,0,93078752,0,1694795,NA,3942504,0,NA,12374128,NA,NA,4136423,85912,14354,415851,41768,468238,5026,757235,309603,186619,6858376,288160,0,32491,333608,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10769,"M1",69,2021,130781240,0,80474,25390755,21986311,1058195,349,349,0,40093750,40283196,69386,0,120060,9046712,15699,0,18109844,58393040,130781290,108794979,59451235,1991,0,0,130781240,0,0,0,330,210,120,5,4,1,0,0,0,0,0,8,6,2,225,124,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40093750,9046712,NA,NA,6596788,1688123,762522,0,1058195,59451235,5439327,0,2488772,0,933961,NA,674587,1657628,NA,3066223,NA,NA,369673,513428,1198228,3760078,809463,727672,19450,808807,32447,1128079,261851,1040445,0,200220,42673,1914,51160,164669,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
