"idnoremp","Seccion21","Division","periodo","intio","pottcag","gppgpa","ocgtot","CONINTER","OTROSG","PEROCU","PEREMU","PMISION","SULPERM","SULSAL","SULTEMP","SULMISION","SULAPRENDIZ","PRESPERM","PRESTEMP","PRESMISION","PRESTA","REMU","PROBRU","VALAGRE","TOTG","idaio","imesetot","inoio","insertot","potpsfr","pompsfr","pohpsfr","potperm","pomperm","pohperm","pottcde","pomtcde","pohtcde","pottmoe","pomtmoe","pohtmoe","pomtcag","pohtcag","potpau","pompau","pohpau","pomtot","pohtot","pottot","pompsfr1","pohpsfr2","pompsfr3","pohpsfr4","pompsfr5","pohpsfr6","pomperm1","pohperm2","pomperm3","pohperm4","pomperm5","pohperm6","pomtcde1","pohtcde2","pomtcde3","pohtcde4","pomtcde5","pohtcde6","pomtcag1","pohtcag2","pomtcag3","pohtcag4","pomtcag5","pohtcag6","pomtdhc","pohtdhc","pomtmad","pohtmad","pompau1","pohpau2","pomtot1","pohtot2","pomtot3","pohtot4","pomtot5","pohtot6","ththca","thtmas","gppsi","gpper","gpppsp","gpppst","gsppt","gppcpo","gppano","gppavo","gpppta","gppgpn","gpptpot","ocgrps","gmesetot","gsptot","ocgrc","ocgid","occree","ocgoi","ocgpc","ocgog","ocgtg","ocgamc","ocgtgno","gouts","ocgsv","ocgee","ocgar","ocgca","ocgse","ocgsp","ocgco","ocgfa","ocgpp","ocgnr","ocggv","ocgct","ocggr","ocgup","ocgcl","ocgusi","ocgspe","ocgsgn","gppsied1","gppsied2","gppsied3","gppered1","gppered2","gppered3","gpppsp1","gpppsp2","gpppsp3","gpppsted1","gpppsted2","gpppsted3","gppcpoed1","gppcpoed2","gppcpoed3","gppanoed1","gppanoed2","gppanoed3","gppavoed1","gppavoed2","gppavoed3","gppdocen","gppgpaed1","gppmoni","gppgpned1","gppgpned2","gppgpned3","gpptpoted1","gpptpoted2","gpptpoted3","opcomex"
13511,"I1",55,2021,954296,0,0,218172,189509,14560,14,14,0,190981,190981,0,0,0,42015,0,0,81165,272146,954296,764787,286706,2017,0,167500,786796,0,0,0,14,8,6,0,0,0,0,0,0,0,0,0,0,0,8,6,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190981,42015,NA,NA,31511,7639,0,0,14560,286706,9810,0,17750,1230,6940,NA,20100,0,NA,12910,NA,NA,0,0,0,0,3712,5280,30100,2610,240,10912,28400,523,0,1640,1495,2620,9200,47300,5400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13512,"M2",73,2021,2840347,8,6200,1967533,1888579,179000,17,17,0,369000,375200,0,0,6200,82000,0,0,149999,525199,2840347,951768,704199,2006,0,104008,2736339,0,0,0,16,5,11,0,0,0,0,0,0,8,0,1,0,1,13,12,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369000,82000,NA,NA,53303,14696,0,67782,179000,704199,1654262,0,0,0,22093,NA,32633,22873,NA,48476,NA,NA,32381,2550,0,0,2329,14797,8967,7522,4776,0,16153,705,0,0,4858,6650,795,16931,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13514,"Q",86,2021,2293642,3,8722,1039545,1023390,34191,29,29,0,745195,753917,0,0,8722,220347,0,0,399489,1153406,2293642,1270252,1187597,1987,0,0,2293642,0,0,0,28,21,7,0,0,0,0,0,0,3,0,1,1,0,25,7,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,745195,220347,NA,NA,138503,40639,0,71616,34191,1187597,449759,0,17467,0,30,NA,11231,0,NA,37548,NA,NA,0,5533,4403,124168,15227,35134,4804,36963,297,2875,128513,5397,0,4713,21737,0,4178,57943,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13515,"M1",71,2021,7384915,0,0,6864561,6836603,11142,13,12,0,459665,459665,0,0,0,99178,0,0,209928,669593,7384915,548312,680735,1989,0,0,7384915,1,0,1,12,4,8,0,0,0,0,0,0,0,0,0,0,0,4,9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459665,99178,NA,NA,115217,19837,0,0,11142,705039,6411394,0,65634,0,23322,NA,1004,0,NA,0,NA,NA,0,32417,49869,8187,0,18314,1297,3840,145272,4994,40852,158,40491,4658,4639,3683,2471,1959,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13516,"Q",86,2021,22543148,0,9611,10385103,10185075,538308,61,61,0,1543552,1559163,0,0,15611,250735,0,0,634213,2193376,22543148,12358073,2731684,1990,0,418962,22124186,0,0,0,59,36,23,0,0,0,0,0,0,0,0,1,0,1,37,24,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1543552,250735,NA,NA,704857,75068,3126,0,538308,3131257,7851517,0,352928,0,140122,NA,19670,20230,NA,0,NA,NA,0,52747,219884,962873,17353,131605,6221,71480,2130,30443,179538,2642,0,13369,41261,19337,27417,222336,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13517,"N2",79,2021,1393646,0,1,833773,600960,26911,19,19,0,434688,434689,0,0,1,78896,0,0,153035,587724,1294084,693124,614635,1991,0,0,1393646,0,0,0,18,8,10,0,0,0,0,0,0,0,0,1,1,0,9,10,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434688,78896,NA,NA,54065,20074,0,0,26911,614635,99562,0,186137,0,5712,NA,77843,45506,NA,21289,NA,NA,0,0,3088,68463,5320,25696,4073,42781,546,89481,30285,36434,36763,0,10196,12116,11828,20654,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13519,"J4",62,2021,23720048,0,125528,14488270,12430100,89851,173,173,0,6640153,6765681,0,0,125528,1091223,0,0,2102313,8867994,21668582,9238482,8957845,1992,2796598,1873965,19049485,0,0,0,161,56,105,0,0,0,0,0,0,0,0,12,2,10,58,115,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6640153,1091223,NA,NA,773160,237930,0,0,89851,8957845,10222994,2051466,1569908,0,113,NA,84,71,NA,573662,NA,NA,0,68149,349,293,49,212,2,40,18,0,13,643,0,0,3,3,16,17,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13520,"N3",80,2021,5563916,0,0,412887,377044,133541,203,203,0,0,3199904,3199904,0,0,0,850148,0,1496977,4696881,5563916,5186872,4830422,1992,0,0,5563916,0,0,0,0,0,0,203,11,192,0,0,0,0,0,0,0,0,11,192,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,513509,133320,0,0,267082,4963963,0,0,12005,0,4492,NA,27664,0,NA,31733,NA,NA,0,0,53110,77928,7500,0,1193,22191,40308,0,14942,183,0,10001,5385,120,88678,15454,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13521,"I1",55,2021,1134836,2,0,426712,410350,7803,8,8,0,119118,119118,0,0,0,27437,0,0,48128,167246,1134836,724486,175049,2011,0,211092,923744,0,0,0,8,3,5,0,0,0,0,0,0,1,1,0,0,0,4,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119118,27437,NA,NA,16007,4684,0,41369,7803,175049,20150,0,52000,5416,10151,NA,3225,42,NA,25302,NA,NA,0,1915,4358,0,1941,399,23566,5982,1777,10373,70335,2241,11865,3227,1552,1164,879,86800,40683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13522,"N4",82,2021,39433660,0,85037,10368107,9749935,1940877,1184,1184,0,1312449,17505628,16108142,0,85037,288739,3543791,0,7725779,25231407,39364220,29614285,27172284,2000,100884,0,39332776,0,0,0,17,13,4,1157,769,388,0,0,0,0,0,10,4,6,786,398,1184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1312449,288739,NA,NA,3114599,778650,0,0,1940877,27172284,4720733,69440,26958,0,216000,NA,282204,0,NA,3752576,NA,NA,0,34069,20398,70203,136207,81364,5781,113497,23445,12407,0,42183,0,0,132625,19022,534257,72425,2313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13524,"Q",86,2021,4694227,0,8209,3109993,3091763,31479,23,23,0,510686,518895,0,0,8209,123145,0,0,227343,746238,4694227,1602464,777717,1995,0,0,4694227,0,0,0,22,13,9,0,0,0,0,0,0,0,0,1,1,0,14,9,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510686,123145,NA,NA,83024,21174,0,0,31479,777717,2899999,0,44268,15025,3587,NA,13305,0,NA,37326,NA,NA,0,0,0,9113,1950,38730,1722,18645,0,0,0,0,0,0,22531,0,200,3592,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13526,"J4",62,2021,33457374,0,66468,16191948,11464262,77742,246,246,0,12536315,12635521,0,0,99206,2043085,0,0,3886421,16521942,29110450,17646188,16599684,1998,4587869,12727,28856778,0,0,0,232,55,177,0,0,0,0,0,0,0,0,8,0,8,55,191,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12536315,2043085,NA,NA,1363360,479976,0,0,77742,16599684,7871141,4346924,922267,0,209294,NA,144534,0,NA,1290511,NA,NA,4380,116432,269954,66939,34019,85998,7243,72890,30767,211646,137653,77255,0,56792,8448,1504,11974,213238,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13528,"Q",86,2021,27024635,15,47804,17591676,17552114,768960,122,122,0,1057228,4241571,3136539,0,47804,263735,685799,0,1887521,6129092,27024635,9472521,6898052,2000,0,0,27024635,0,0,0,11,8,3,105,80,25,0,0,0,15,0,6,5,1,108,29,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1057228,263735,NA,NA,698356,239631,0,486603,768960,6898052,16100162,0,235842,405,0,NA,32197,0,NA,62086,NA,NA,0,213493,34052,105434,21055,2140,10128,60044,9718,0,138250,10177,0,0,25010,2388,0,42492,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13529,"Q",86,2021,12153353,0,46479,6407537,6334721,80423,121,119,0,1602093,2716634,1068062,0,46479,373170,248780,0,1446022,4162656,12153353,5818632,4243079,2000,0,251791,11901562,2,1,1,56,48,8,57,44,13,0,0,0,0,0,6,4,2,97,24,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1602093,373170,NA,NA,716493,107579,0,0,80423,4243079,4589942,0,56372,1036,0,NA,55772,0,NA,337817,NA,NA,0,411542,149119,313323,2333,39052,14185,96623,2666,20343,93618,18,0,0,42758,308,26986,150935,2789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13530,"I1",55,2021,252891,0,0,337923,331083,11709,10,9,0,104348,104348,0,0,0,22956,0,0,47764,152112,252891,-78192,163821,1994,0,0,252891,1,0,1,9,4,5,0,0,0,0,0,0,0,0,0,0,0,4,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104348,22956,NA,NA,23178,4170,0,0,11709,166361,0,0,6600,0,2608,NA,954,0,NA,6903,NA,NA,0,0,0,180000,4314,8302,36451,22535,20,1809,3617,0,0,0,2200,0,0,50435,11175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13531,"H2",53,2021,5197105,0,0,4858454,4816584,16465,13,13,0,167829,167829,0,0,0,42764,0,0,81915,249744,5197105,380521,266209,2001,0,0,5197105,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167829,42764,NA,NA,35936,5958,0,0,16465,268952,4686533,0,27005,0,19877,NA,20952,0,NA,5747,NA,NA,0,0,0,0,0,72569,2465,2922,0,0,0,0,0,0,20,0,16492,3872,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13532,"J4",62,2021,8406538,5,7765,5873879,5777703,50049,31,31,0,410456,703939,285718,0,7765,94126,69513,0,306171,1010110,8406538,2628835,1060159,2002,0,0,8406538,0,0,0,7,3,4,23,23,0,0,0,0,5,0,1,0,1,31,5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410456,94126,NA,NA,105429,37103,0,114445,50049,1060159,0,0,4731977,0,54556,NA,32213,0,NA,252455,NA,NA,0,117980,313,228528,0,32911,812,205508,28579,0,11252,13626,0,5452,29845,1589,9147,2691,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13533,"Q",86,2021,554819165,836,74795,329062038,313060831,605525,705,705,0,0,17294238,17188240,0,105998,0,3569657,0,8222613,25516851,554819165,241758334,26122376,1996,0,0,554819165,0,0,0,0,0,0,691,442,249,0,0,0,535,301,8,5,3,986,555,1541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3904913,748043,0,23820140,605525,26122376,257744380,0,16986686,0,282298,NA,3801503,11770844,NA,1534800,NA,NA,0,260868,353342,134942,27365,2182716,304290,927824,205579,63245,4355543,1356835,0,2042,900296,1848,132464,1911552,636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13534,"Q",86,2021,6165484,63,9176,4214987,4091680,49062,35,35,0,465809,882001,396856,0,19336,101843,86700,0,370804,1252805,6165484,2073804,1301867,1949,0,873553,5291931,0,0,0,11,7,4,21,16,5,0,0,0,41,22,1,0,1,65,33,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465809,101843,NA,NA,138017,44244,0,1472027,49062,1301867,2023421,0,114698,0,7703,NA,110961,0,NA,39617,NA,NA,21918,48815,17452,21600,1722,114229,3115,20610,10947,0,151767,0,0,0,8738,1314,7873,15020,1440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13535,"Q",86,2021,22741708,32,33307,15110245,15077197,434707,241,241,0,4064139,4625277,527831,0,33307,986716,165239,0,2766455,7391732,22733354,7656157,7826439,2013,52407,510735,22178566,0,0,0,210,125,85,27,13,14,0,0,0,19,13,4,3,1,160,113,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4064139,986716,NA,NA,1167453,447047,0,807960,434707,7826439,12803323,8354,308582,0,0,NA,13004,0,NA,273361,NA,NA,0,104871,52205,0,1982,77368,32626,63757,17124,7949,187686,10215,0,30599,32793,28647,84285,162906,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13536,"N2",79,2021,1309193,0,7264,559268,512259,95392,27,27,0,358948,366212,0,0,7264,78969,0,0,152571,518783,1309193,796934,614175,1979,0,22361,1286832,0,0,0,26,18,8,0,0,0,0,0,0,0,0,1,1,0,19,8,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358948,78969,NA,NA,58954,14648,0,0,95392,614175,0,0,143715,0,4910,NA,38376,0,NA,46147,NA,NA,0,7294,0,80770,13103,18979,2520,46200,420,68407,19459,4579,8983,0,3934,552,0,50688,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13537,"N3",78,2021,156861165,0,66148,3307618,2385785,5171277,5717,5717,5542,3824808,100591741,0,96700785,66148,1060988,0,23186088,42597534,143189275,156861165,154475380,148360552,1983,0,0,156861165,0,0,0,169,85,84,0,0,0,5542,3520,2022,0,0,6,4,2,3609,2108,5717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3824808,1060988,NA,NA,14151803,4195892,0,0,10342553,153529065,0,0,1291571,0,220151,NA,690629,0,NA,40204,NA,NA,0,6534,0,299795,7429,150599,630,54820,49,877,77897,4037,31442,0,69343,1161,353400,7050,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13538,"N3",80,2021,8439037,0,0,1007387,966951,347639,234,234,0,4500773,4500773,0,0,0,994604,0,0,2069980,6570753,8439037,7472086,6918392,1998,0,0,8439037,0,0,0,234,28,206,0,0,0,0,0,0,0,0,0,0,0,28,206,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500773,994604,NA,NA,867598,188862,18916,0,695278,7266031,8094,0,84578,0,5557,NA,26048,0,NA,288844,NA,NA,0,0,62283,24665,24795,95686,0,22003,10281,0,93471,35903,0,0,5887,63272,156020,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13539,"S",96,2021,4364182,0,29285,2076016,1982897,134724,72,72,0,1095656,1124941,0,0,29285,272482,0,0,501891,1626832,4364182,2381285,1761556,1994,0,0,4364182,0,0,0,69,38,31,0,0,0,0,0,0,0,0,3,1,2,39,33,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1095656,272482,NA,NA,177729,51680,0,0,134724,1761556,187532,0,48016,0,50191,NA,25278,0,NA,74276,NA,NA,0,5288,0,0,0,13869,108020,5428,286805,0,366220,80,0,0,13178,6447,44009,217808,623571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13540,"Q",86,2021,24563315,0,54746,15579266,13310583,1002446,472,472,0,3963764,5730054,1711544,0,54746,852341,564809,0,3165827,8895881,24563315,11252732,9898327,2003,0,0,24563315,0,0,0,196,139,57,258,214,44,0,0,0,0,0,18,13,5,366,106,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3963764,852341,NA,NA,1252950,495727,0,0,1002446,9898327,9251172,0,651007,0,19548,NA,57644,2162749,NA,216129,NA,NA,562952,10734,8456,1630822,1201,50793,75592,255940,116624,0,197578,39808,0,0,20606,1069,14822,233924,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13541,"Q",86,2021,47385300,0,0,32220288,26734581,284208,232,232,0,5219514,5219514,0,0,0,1265879,0,0,2775314,7994828,43272916,16538335,8279036,1942,6037922,1060080,40287298,0,0,0,232,177,55,0,0,0,0,0,0,0,0,0,0,0,177,55,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5219514,1265879,NA,NA,1145454,477120,0,0,284208,8392175,24089020,4112384,188309,0,64506,NA,265849,1018147,NA,560792,NA,NA,0,321595,208945,100031,38735,33254,14611,326024,26661,124033,172377,6607,0,75110,230320,7765,0,234959,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13542,"H1",52,2021,3591034,0,10904,398304,341545,13409,113,110,0,260001,1513188,1242283,0,10904,57200,273302,0,517902,2031090,3591034,3249489,2044499,1997,0,0,3591034,3,1,2,11,2,9,98,49,49,0,0,0,0,0,1,1,0,53,60,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260001,57200,NA,NA,181583,5817,0,0,13409,2044499,0,0,76644,0,35745,NA,18338,0,NA,0,NA,NA,0,0,35859,20042,8091,18993,1365,15509,89689,0,20702,0,0,2273,3194,1402,40724,9734,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13544,"I2",56,2021,9217309,0,27240,6795893,6284868,169896,101,100,0,1067613,1094853,0,0,27240,234022,0,0,426499,1521352,9217309,2932441,1691248,2010,0,0,9217309,1,0,1,97,63,34,0,0,0,0,0,0,0,0,3,0,3,63,38,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1067613,234022,NA,NA,147912,44565,0,0,169896,1691248,4660369,0,85065,0,5707,NA,269319,220449,NA,270653,NA,NA,0,18008,0,493127,5462,27690,31296,17146,45002,99019,242268,2408,0,1596,19119,9515,22526,185663,64486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
