"";"idnoremp";"Seccion20";"Division";"periodo";"intio";"pottcag";"gppgpa";"ocgtot";"CONINTER";"OTROSG";"PEROCU";"PEREMU";"PMISION";"SULPERM";"SULSAL";"SULTEMP";"SULMISION";"SULAPRENDIZ";"PRESPERM";"PRESTEMP";"PRESMISION";"PRESTA";"REMU";"PROBRU";"VALAGRE";"TOTG";"idaio";"imesetot";"inoio";"insertot";"potpsfr";"pompsfr";"pohpsfr";"potperm";"pomperm";"pohperm";"pottcde";"pomtcde";"pohtcde";"pottmoe";"pomtmoe";"pohtmoe";"pomtcag";"pohtcag";"potpau";"pompau";"pohpau";"pomtot";"pohtot";"pottot";"pompsfr1";"pohpsfr2";"pompsfr3";"pohpsfr4";"pompsfr5";"pohpsfr6";"pomperm1";"pohperm2";"pomperm3";"pohperm4";"pomperm5";"pohperm6";"pomtcde1";"pohtcde2";"pomtcde3";"pohtcde4";"pomtcde5";"pohtcde6";"pomtcag1";"pohtcag2";"pomtcag3";"pohtcag4";"pomtcag5";"pohtcag6";"pomtdhc";"pohtdhc";"pomtmad";"pohtmad";"pompau1";"pohpau2";"pomtot1";"pohtot2";"pomtot3";"pohtot4";"pomtot5";"pohtot6";"ththca";"thtmas";"gppsi";"gpper";"gpppsp";"gpppst";"gsppt";"gppcpo";"gppano";"gppavo";"gpppta";"gppgpn";"gpptpot";"ocgrps";"gmesetot";"gsptot";"ocgrc";"ocgid";"occree";"ocgoi";"ocgpc";"ocgog";"ocgtg";"ocgamc";"ocgtgno";"gouts";"ocgsv";"ocgee";"ocgar";"ocgca";"ocgse";"ocgsp";"ocgco";"ocgfa";"ocgpp";"ocgnr";"ocggv";"ocgct";"ocggr";"ocgup";"ocgcl";"ocgusi";"ocgspe";"ocgsgn";"gppsied1";"gppsied2";"gppsied3";"gppered1";"gppered2";"gppered3";"gpppsp1";"gpppsp2";"gpppsp3";"gpppsted1";"gpppsted2";"gpppsted3";"gppcpoed1";"gppcpoed2";"gppcpoed3";"gppanoed1";"gppanoed2";"gppanoed3";"gppavoed1";"gppavoed2";"gppavoed3";"gppdocen";"gppgpaed1";"gppmoni";"gppgpned1";"gppgpned2";"gppgpned3";"gpptpoted1";"gpptpoted2";"gpptpoted3";"opcomex"
"4010";13316;"I1";55;2020;4783606;16;10502;4471739;4042190;10886;46;46;0;620421;630923;0;0;10502;143452;0;0;260732;891655;4783606;741416;902541;1994;0;1867038;2916568;0;0;0;45;20;25;0;0;0;0;0;0;10;6;1;0;1;30;32;62; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;620421;143452;0;0;93477;23803;0;246558;10886;902541;604661;0;152452;1166935;253661;0;38164;119163;0;278206;0;0;34028;100112;769;88329;4258;55341;101734;84463;120286;45981;190333;5360;250645;1798;27970;127;12629;451484;36292; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"4011";13317;"I1";55;2020;395206;0;4598;160212;132892;21579;18;18;0;292957;297555;0;0;4598;90915;0;0;163583;461138;395206;262314;482717;1997;0;66273;328933;0;0;0;17;12;5;0;0;0;0;0;0;0;0;1;1;0;13;5;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;292957;90915;0;0;57728;14940;0;0;21579;482717;42512;0;987;5209;1597;0;0;24873;0;0;0;0;0;885;0;0;0;0;4094;4398;35;4837;17832;303;0;888;2069;1462;1007;21167;26057; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"4012";13318;"I1";55;2020;330440;0;0;283530;271538;5276;15;15;0;90881;90881;0;0;0;35411;0;0;58027;148908;330440;58902;154184;2001;0;104769;225671;0;0;0;15;10;5;0;0;0;0;0;0;0;0;0;0;0;10;5;15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;90881;35411;0;0;20975;4642;0;0;5276;157185;45967;0;80859;0;2614;0;7916;0;0;14105;0;0;0;2317;0;0;416;732;15946;11245;596;1050;7822;1387;2661;0;4872;320;308;62636;19761; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"4013";13319;"I1";55;2020;749531;1;0;648621;623191;31651;23;23;0;196578;196578;0;0;0;52701;0;0;93668;290246;740003;116812;321897;2002;28342;256281;464908;0;0;0;23;10;13;0;0;0;0;0;0;0;1;0;0;0;10;14;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;196578;52701;0;0;32916;8051;0;18966;31651;321897;76764;9528;11246;941;7895;0;2532;302;0;124007;0;0;0;19169;1194;126000;32085;1342;54680;16765;1815;3448;31110;0;10062;0;1244;10;3344;81899;12305; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"4014";13320;"I1";55;2020;857045;0;0;977451;425891;15527;16;16;0;239435;239435;0;0;0;57353;0;0;109742;349177;857045;431154;364704;2020;0;14487;842558;0;0;0;16;8;8;0;0;0;0;0;0;0;0;0;0;0;8;8;16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;239435;57353;0;0;37092;15297;0;0;15527;364704;98363;0;69170;0;8300;0;540650;0;0;0;0;0;0;0;2964;0;1602;11389;27834;8859;1780;835;26194;0;26840;0;2589;0;7362;136334;6386; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"4015";13321;"I1";55;2020;1524092;0;7922;639202;433305;17877;18;18;0;0;364331;356409;0;7922;0;54797;0;122536;486867;1524092;1090787;504744;2004;0;248809;1275283;0;0;0;0;0;0;17;10;7;0;0;0;0;0;1;1;0;11;7;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;56106;11633;0;0;17877;504744;129943;0;13964;0;15131;0;185606;2237;0;54429;0;0;0;0;2877;0;0;16391;9643;11504;2039;0;106819;0;35074;0;3229;1422;3699;40255;4940; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"4016";13322;"I1";55;2020;2014462;7;7666;1359977;1287790;43227;56;56;0;739513;747179;0;0;7666;187730;0;0;346100;1093279;2014462;726672;1136506;1999;0;618773;1395689;0;0;0;54;26;28;0;0;0;0;0;0;4;3;2;1;1;31;32;63; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;739513;187730;0;0;125656;32714;0;97405;43227;1136506;186607;0;25947;0;20928;0;41363;349;0;62280;0;0;32713;236757;38708;0;51959;9498;40070;25744;1099;10526;77326;1308;88894;554;27693;1671;1128;245806;33644; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"4017";13323;"I1";55;2020;94856770;62;239325;64616919;59466276;7291518;1034;1034;0;14412781;17881312;3224154;0;244377;3893208;718521;0;9055268;26936580;94717839;35251563;34228098;1970;387515;54884065;39585190;0;0;0;794;358;436;209;95;114;0;0;0;28;34;31;18;13;499;597;1095; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;14412781;3893208;0;0;3262442;881729;299367;985477;7291518;34228098;11025726;138931;1368179;64096;1193318;0;3158499;428344;0;25889535;0;0;0;1690926;1027080;1439023;259523;561820;1263354;945111;1221456;789618;3697402;86933;1652551;94128;194056;171590;357653;4215534;930381; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2
"4018";13324;"I1";55;2020;3557254;0;11377;3240778;3077779;163000;54;54;0;1121955;1133332;0;0;11377;244930;0;0;460820;1594152;3557254;479475;1757152;1980;0;511693;3045561;0;0;0;52;24;28;0;0;0;0;0;0;0;0;2;2;0;26;28;54; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1121955;244930;0;0;164310;51580;0;0;163000;1757152;3110;0;151694;76642;29655;0;104593;0;0;201901;0;0;0;180;201074;1141877;24138;91057;115827;17463;30079;174870;36967;995;183192;0;12862;50;3101;639451;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"4019";13325;"I1";55;2020;2869212;0;7030;1332683;1231867;49908;73;73;0;678977;707211;21204;0;7030;154330;4619;0;432933;1140144;2869212;1637345;1190052;1945;0;1417351;1451861;0;0;0;69;33;36;3;2;1;0;0;0;0;0;1;0;1;35;38;73; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;678977;154330;0;0;228378;45606;0;0;49908;1190052;484498;0;39997;3854;20683;0;73027;0;0;91899;0;0;0;155780;9660;0;7273;40023;51098;20634;1929;17373;49356;7480;37011;22944;28663;5736;3590;119276;40899; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"4020";13326;"I2";56;2020;10727520;0;0;9947068;9401168;19133;12;11;0;183026;188518;0;0;5492;54495;0;0;100824;289342;10445588;1044420;308475;1976;495206;227865;10004449;1;0;1;10;8;2;0;0;0;0;0;0;0;0;0;0;0;9;3;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;183026;54495;0;0;41658;10130;0;0;19133;313934;9110156;281932;96255;0;176962;0;85039;0;0;9906;0;0;0;52142;7290;23484;2075;40244;1856;9308;13600;0;5645;418;20956;323;2604;373;0;6448;52; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"4021";13327;"I2";56;2020;37249639;0;149171;24684837;24096847;713360;579;579;0;5786878;10196853;4260804;0;149171;1470540;843324;0;4228712;14425565;37190486;13093639;15138925;1989;48134;0;37201505;0;0;0;300;267;33;266;257;9;0;0;0;0;0;13;12;1;536;43;579; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;5786878;1470540;0;0;1233835;342480;338533;0;713360;15138925;16668937;59153;164548;0;275729;0;179741;0;0;37303;0;0;0;670794;327428;2052784;866027;45225;192675;404188;134237;0;507015;67913;0;0;154842;108708;248554;1297731;221305; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"4022";13328;"I2";56;2020;4993319;0;0;2906226;2831606;117463;112;112;0;1454208;1454208;0;0;0;233500;0;0;414060;1868268;4993319;2161713;1985731;1998;0;0;4993319;0;0;0;112;79;33;0;0;0;0;0;0;0;0;0;0;0;79;33;112; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1454208;233500;0;0;137976;42584;0;0;117463;1985731;2430696;0;17421;0;65384;0;5362;0;0;111197;0;0;0;0;14322;114871;1612;5813;4281;10872;1563;4257;39478;59;0;12232;10626;0;38363;6240;11577; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2
"4023";13329;"R";93;2020;1558882;0;5430;595445;582941;41821;35;35;0;613459;662560;43671;0;5430;195340;9537;0;404852;1067412;1558882;975941;1109233;1980;0;718136;840746;0;0;0;30;30;0;4;3;1;0;0;0;0;0;1;1;0;34;1;35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;613459;195340;0;0;140474;59501;0;0;41821;1109233;183133;0;174600;3865;0;0;10268;0;0;43691;0;0;0;2110;42;0;6956;4224;4644;8616;3402;19520;32264;0;0;24000;8320;5183;19734;30569;10304; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"4024";13330;"I2";56;2020;2114060;22;7125;1920860;1883158;27871;34;34;0;407743;414868;0;0;7125;109256;0;0;196293;611161;2114060;230902;639032;1993;0;141583;1972477;0;0;0;33;17;16;0;0;0;0;0;0;7;15;1;1;0;25;31;56; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;407743;109256;0;0;68525;18512;0;363963;27871;639032;877881;0;15094;0;16046;0;15331;0;0;12544;0;0;0;0;411947;0;250;0;0;69935;0;3738;570;0;5007;0;4672;0;3688;0;120194; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"4025";13332;"I2";56;2020;4472378;0;24164;2962130;2904435;190316;110;108;0;0;1198550;1174386;0;24164;0;249893;0;464681;1663231;4472378;1567943;1853547;1998;0;0;4472378;2;0;2;0;0;0;105;49;56;0;0;0;0;0;3;1;2;50;60;110; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;202233;12555;0;0;190316;1853547;2097847;0;29575;0;49846;0;0;0;0;336083;0;0;0;9296;40154;214935;2196;8858;12611;2602;19470;8182;4471;0;0;739;14486;0;9390;60774;40615; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"4026";13334;"I2";56;2020;4790520;0;0;3097321;3034700;20310;24;22;0;295906;295906;0;0;0;71917;0;0;129490;425396;4705878;1671178;445706;2002;0;0;4790520;2;1;1;22;12;10;0;0;0;0;0;0;0;0;0;0;0;13;11;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;295906;71917;0;0;45709;11864;0;0;20310;445706;1429455;0;240114;0;47623;0;1209;0;0;603025;0;0;0;4245;0;145135;1972;22119;35663;9758;261631;2428;87654;0;0;0;5466;5444;9401;86689;98290; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2
"4027";13335;"LN1";68;2020;975823;0;0;851640;723483;0;1;1;0;0;14944;14944;0;0;0;3545;0;6844;21788;975823;252340;21788;1956;0;975823;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;2708;591;0;0;0;21788;0;0;7200;0;10201;0;110721;0;0;26027;0;0;0;42635;3089;45000;285057;4282;4251;0;0;0;292234;0;5317;0;1751;0;0;13644;231; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"4028";13336;"R";93;2020;17717565;0;28353;14882037;14522845;402036;83;83;0;1408535;1436888;0;0;28353;598543;0;0;988300;2425188;17717565;3194720;2827224;1958;0;17603317;114248;0;0;0;81;26;55;0;0;0;0;0;0;0;0;2;1;1;27;56;83; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1408535;598543;0;0;286884;111177;0;0;402036;2835528;310494;0;549481;0;6327;0;214856;0;0;3955103;0;0;0;6249031;285110;2816;66558;125190;70462;447284;162710;176379;1494760;7792;0;18972;133675;43946;7946;533708;19437; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"4029";13337;"R";93;2020;24350277;6;57439;19541878;18170864;539420;129;129;0;817028;2541617;1667150;0;57439;345352;600637;0;1727362;4268979;24350277;6179413;4808399;1957;0;19997383;4352894;0;0;0;49;18;31;75;42;33;0;0;0;4;2;5;4;1;68;67;135; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;817028;345352;0;0;542508;238865;0;107813;539420;4808399;1194244;0;1274544;23711;137129;0;1062525;14082;0;1285392;0;0;0;2312800;474319;588361;134029;126740;192050;469064;63400;514606;7484006;19610;0;0;16317;31612;89632;1794209;131683; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"4030";13338;"I2";56;2020;1695759;0;9261;1204645;1141803;116649;37;37;0;480746;490007;0;0;9261;180036;0;0;284991;774998;1695759;553956;891647;1997;3589;771163;921007;0;0;0;34;10;24;0;0;0;0;0;0;0;0;3;3;0;13;24;37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;480746;180036;0;0;81803;23152;0;0;116649;891647;231053;0;103448;0;6962;0;11725;36000;0;202177;0;0;0;47767;5162;0;260768;0;20574;43764;257;12005;25422;629;27464;2982;4018;1133;13992;137951;9392; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"4031";13339;"I2";56;2020;7129660;0;0;4373195;3906680;144047;213;213;0;213215;2405322;2192107;0;0;51831;547782;0;1041168;3446490;7021618;3114938;3590537;1989;163790;621231;6344639;0;0;0;14;9;5;199;98;101;0;0;0;0;0;0;0;0;107;106;213; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;213215;51831;0;0;334896;106659;0;0;144047;3590537;2895414;108042;29525;0;90228;0;94328;164000;0;84303;0;0;0;62648;265;219664;878;27586;0;30254;223499;261771;30703;0;33267;11523;4689;25;0;583;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"4032";13340;"I2";56;2020;7863030;81;0;4986875;4593792;28467;23;22;0;356400;356400;0;0;0;60648;0;0;105992;462392;7862339;3268547;490859;1982;1220;1925784;5936026;1;0;1;22;9;13;0;0;0;0;0;0;51;30;0;0;0;60;44;104; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;356400;60648;0;0;29309;16035;0;1343490;28467;490859;1900841;691;95773;2035;206674;0;173075;0;0;80987;0;0;0;35080;18649;446252;12158;71436;54085;36862;3129;9627;56342;16931;15132;1581;2827;15667;5480;300421;81650; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"4033";13341;"I2";56;2020;2649157;0;14468;1379358;1346669;112166;57;57;0;939187;953655;0;0;14468;250577;0;0;440937;1394592;2649157;1302488;1506758;1984;0;0;2649157;0;0;0;55;44;11;0;0;0;0;0;0;0;0;2;1;1;45;12;57; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;939187;250577;0;0;136402;53958;0;0;112166;1506758;792358;0;46855;0;27222;0;341;0;0;105418;0;0;0;0;0;144117;934;637;19974;10894;6615;6241;59049;0;0;0;5865;3163;578;123328;25769; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"4034";13343;"I2";56;2020;1956118;0;7981;2459382;2427191;44204;47;47;0;120420;534106;405705;0;7981;31022;125254;0;330227;864333;1956118;-471073;908537;1985;0;0;1956118;0;0;0;8;4;4;38;20;18;0;0;0;0;0;1;1;0;25;22;47; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;120420;31022;0;0;142342;31609;0;0;44204;908537;1381269;0;98956;34560;19661;0;3314;0;0;54733;0;0;0;0;0;459703;300;273;9784;17421;84671;29070;27008;0;88628;8602;4906;0;2379;97540;36604; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"4035";13344;"I2";56;2020;2455571;0;30334;2539863;2244673;70088;51;51;0;0;837213;806879;0;30334;0;180408;0;376849;1214062;2455571;210898;1284150;1986;0;140925;2314646;0;0;0;0;0;0;47;34;13;0;0;0;0;0;4;4;0;38;13;51; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;151631;44810;0;0;70088;1284150;1547752;0;71138;0;23965;0;38928;226026;0;210999;0;0;5000;0;0;167555;0;11875;13178;25271;11947;7363;38075;597;0;0;7731;0;310;68364;63789; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"4036";13345;"H1";52;2020;8261955;0;21050;7519909;7103537;44824;50;50;0;701209;722259;0;0;21050;169258;0;0;342673;1064932;8261955;1158418;1109756;1999;0;0;8261955;0;0;0;48;7;41;0;0;0;0;0;0;0;0;2;0;2;7;43;50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;701209;169258;0;0;187188;34730;0;0;44824;1158259;6150289;0;43961;0;90881;0;316306;0;0;4481;0;0;0;0;8780;118144;1434;154667;747;21787;2858;0;3873;61226;0;0;4109;442931;22869;70275;291; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2
"4037";13346;"H1";52;2020;15471856;47;34264;9488576;8873392;501794;94;94;0;2007947;2042211;0;0;34264;465280;0;0;912299;2954510;15158591;6285199;3456304;1995;588656;0;14883200;0;0;0;90;16;74;0;0;0;0;0;0;6;41;4;1;3;23;118;141; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;2007947;465280;0;0;343562;103457;0;1092390;501794;3456304;6932663;313265;116170;52581;181843;0;113211;0;0;127994;0;0;0;0;0;64995;34021;126572;3414;57123;31257;6000;74077;21323;0;7382;21144;9947;80187;20921;96; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"4038";13348;"H1";52;2020;825047;0;0;55599;52200;0;43;43;0;457430;457430;0;0;0;100545;0;0;224109;681539;825047;772847;681539;1998;0;1526;823521;0;0;0;43;0;43;0;0;0;0;0;0;0;0;0;0;0;0;43;43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;457430;100545;0;0;83182;40382;0;0;0;681539;0;0;25397;0;359;0;2769;0;0;630;0;0;0;1198;0;3438;0;0;0;3446;236;0;791;0;0;0;583;417;13530;2805;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"4039";13349;"H1";52;2020;11659801;2;23028;8052207;7784223;291900;71;71;0;1210474;1233502;0;0;23028;297534;0;0;604194;1837696;11659801;3875578;2129596;1992;0;0;11659801;0;0;0;68;5;63;0;0;0;0;0;0;2;0;3;1;2;8;65;73; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1210474;297534;0;0;231544;56794;18322;37127;291900;2129596;0;0;6228605;0;124573;0;128073;0;0;122445;0;0;0;0;1766;61189;6334;99337;2257;60577;14301;1148;335321;16095;0;13365;30415;707918;31146;30215;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2
"4040";13350;"H1";52;2020;398446325;49;411541;157935763;149215280;4513100;805;805;0;33699825;36556251;2444885;0;411541;7593331;631473;0;16928394;53484645;398549294;249334014;57997745;1994;0;7387778;391058547;0;0;0;679;109;570;84;19;65;0;0;0;15;34;42;29;13;172;682;854; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;33699825;7593331;0;0;6869413;1765230;68947;1994610;4513100;57997745;23578118;0;4814511;0;2510031;0;2501450;2508719;0;2381879;0;0;0;8291377;673046;609239;67085280;7967056;122527;218321;881601;222437;17182472;321623;0;41457;126118;5804931;585338;7513472;150; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2
"4041";13351;"H1";52;2020;61693181;9;26721;55386511;52830373;101012;93;93;0;4032404;4059125;0;0;26721;699297;0;0;1267914;5327039;61693181;8862808;5428051;2000;0;11584350;50108831;0;0;0;90;22;68;0;0;0;0;0;0;2;7;3;2;1;26;76;102; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;4032404;699297;0;0;398905;169712;0;247211;101012;5428051;0;0;1386842;0;1630098;0;408905;0;0;728082;0;0;0;3305931;29669;0;41701332;1810880;46746;42706;4047;2975;1586296;45409;0;4190;48581;46608;35961;2274042;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"4042";13353;"N2";79;2020;1277244;0;12672;1939324;669266;363258;81;81;0;984959;997631;0;0;12672;216595;0;0;350758;1348389;1277244;607978;1711647;1977;0;146776;1130468;0;0;0;77;35;42;0;0;0;0;0;0;0;0;4;1;3;36;45;81; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;984959;216595;0;0;107579;26584;0;0;363258;1711647;0;0;63173;0;7491;0;46609;1209836;0;177931;0;0;0;97172;0;105600;2762;1911;4239;48696;4013;2657;7331;8625;98425;13052;14709;0;0;25092;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
