"";"idnoremp";"Seccion20";"Division";"periodo";"intio";"pottcag";"gppgpa";"ocgtot";"CONINTER";"OTROSG";"PEROCU";"PEREMU";"PMISION";"SULPERM";"SULSAL";"SULTEMP";"SULMISION";"SULAPRENDIZ";"PRESPERM";"PRESTEMP";"PRESMISION";"PRESTA";"REMU";"PROBRU";"VALAGRE";"TOTG";"idaio";"imesetot";"inoio";"insertot";"potpsfr";"pompsfr";"pohpsfr";"potperm";"pomperm";"pohperm";"pottcde";"pomtcde";"pohtcde";"pottmoe";"pomtmoe";"pohtmoe";"pomtcag";"pohtcag";"potpau";"pompau";"pohpau";"pomtot";"pohtot";"pottot";"pompsfr1";"pohpsfr2";"pompsfr3";"pohpsfr4";"pompsfr5";"pohpsfr6";"pomperm1";"pohperm2";"pomperm3";"pohperm4";"pomperm5";"pohperm6";"pomtcde1";"pohtcde2";"pomtcde3";"pohtcde4";"pomtcde5";"pohtcde6";"pomtcag1";"pohtcag2";"pomtcag3";"pohtcag4";"pomtcag5";"pohtcag6";"pomtdhc";"pohtdhc";"pomtmad";"pohtmad";"pompau1";"pohpau2";"pomtot1";"pohtot2";"pomtot3";"pohtot4";"pomtot5";"pohtot6";"ththca";"thtmas";"gppsi";"gpper";"gpppsp";"gpppst";"gsppt";"gppcpo";"gppano";"gppavo";"gpppta";"gppgpn";"gpptpot";"ocgrps";"gmesetot";"gsptot";"ocgrc";"ocgid";"occree";"ocgoi";"ocgpc";"ocgog";"ocgtg";"ocgamc";"ocgtgno";"gouts";"ocgsv";"ocgee";"ocgar";"ocgca";"ocgse";"ocgsp";"ocgco";"ocgfa";"ocgpp";"ocgnr";"ocggv";"ocgct";"ocggr";"ocgup";"ocgcl";"ocgusi";"ocgspe";"ocgsgn";"gppsied1";"gppsied2";"gppsied3";"gppered1";"gppered2";"gppered3";"gpppsp1";"gpppsp2";"gpppsp3";"gpppsted1";"gpppsted2";"gpppsted3";"gppcpoed1";"gppcpoed2";"gppcpoed3";"gppanoed1";"gppanoed2";"gppanoed3";"gppavoed1";"gppavoed2";"gppavoed3";"gppdocen";"gppgpaed1";"gppmoni";"gppgpned1";"gppgpned2";"gppgpned3";"gpptpoted1";"gpptpoted2";"gpptpoted3";"opcomex"
"1988";12186;"J4";62;2020;67491828;98;44998;38135263;31203431;524928;189;189;0;16869013;16914011;0;0;44998;2453681;0;0;5919994;22834005;61482692;30279261;23358933;2005;1015985;0;66475843;0;0;0;184;106;78;0;0;0;0;0;0;71;27;5;2;3;179;108;287; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;16869013;2453681;0;0;2300746;903738;261829;2270262;524928;23358933;25505107;6009136;473510;0;532284;0;360568;0;0;126432;0;0;0;123265;23455;1836747;46660;26795;5349;255564;851;3108;29191;361680;0;116;7733;4938;4931;127581;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3
"1989";12187;"N3";81;2020;759036;0;0;168955;38773;49678;36;36;0;25563;443217;417654;0;0;11687;102785;0;206304;649521;754649;715876;699199;2006;6157;0;752879;0;0;0;1;1;0;35;18;17;0;0;0;0;0;0;0;0;19;17;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;25563;11687;0;0;70957;20875;0;0;49678;699199;0;4387;14964;0;116;0;6189;119250;0;0;0;0;0;0;0;9875;3287;2056;990;3167;0;0;998;0;0;0;423;1257;1023;875;98; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"1990";12188;"N5";82;2020;164280579;2691;338440;106617628;106142902;2888555;1282;1282;0;7436067;16206074;8260681;0;509326;1694086;1874865;0;7016768;23222842;164280529;58137627;26111397;2006;0;0;164280579;0;0;0;490;317;173;726;373;353;0;0;0;1473;1218;35;23;12;2207;1766;3973; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;7436067;1694086;0;0;2647948;799869;0;48422607;2888555;26111397;52670021;0;219180;0;0;0;425927;0;0;322606;0;0;0;0;18081;0;16325;0;0;2621019;1686425;0;0;8210;0;0;38442;0;168785;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2
"1991";12189;"M1";71;2020;5287916;0;26407;1823212;1576056;74057;97;93;0;1147889;1174296;0;0;26407;254925;0;0;507943;1682239;5287916;3711860;1756296;2006;0;186625;5101291;4;3;1;88;24;64;0;0;0;0;0;0;0;0;5;3;2;30;67;97; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1147889;254925;0;0;199735;53283;0;0;74057;1756296;0;0;83072;0;99628;0;132447;0;0;239112;0;0;0;185782;11267;507512;20789;18456;30227;27266;61526;20933;186476;9305;0;0;38317;1427;32416;117254;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"1992";12191;"N3";80;2020;9812163;0;0;1835205;1756988;228654;351;351;0;330954;4900088;4569134;0;0;75739;1143611;0;2226055;7126143;9812163;8055175;7354797;2007;0;0;9812163;0;0;0;15;8;7;336;18;318;0;0;0;0;0;0;0;0;26;325;351; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;330954;75739;0;0;801358;195956;9391;0;457307;7583450;787581;0;36378;0;11201;0;57591;0;0;581172;0;0;0;15512;34279;68262;10526;10727;6880;53803;110;0;73274;811;0;2741;12412;5836;55841;9519;749; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"1993";12192;"M1";71;2020;3563425;0;12864;7874422;7773748;124224;44;44;0;439612;770815;318339;0;12864;97721;70763;0;321068;1091883;3563425;-4210323;1216107;1995;0;64979;3498446;0;0;0;19;4;15;20;4;16;0;0;0;0;0;5;1;4;9;35;44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;439612;97721;0;0;122103;30481;0;0;124224;1216107;2763948;0;27970;0;25208;0;25144;0;0;186472;0;0;0;4597619;40506;24851;0;31574;3567;13201;50642;0;14874;18165;0;15891;5270;16124;10675;2650;71; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2
"1994";15674;"J3";61;2020;2205927;0;5003;1135763;901935;36032;30;29;0;423156;428159;0;0;5003;103718;0;0;175080;603239;2035196;1133261;639271;1996;234111;64266;1907550;1;0;1;28;16;12;0;0;0;0;0;0;0;0;1;1;0;17;13;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;423156;103718;0;0;53843;17519;0;0;36032;639271;338060;170731;230085;0;21443;0;27263;11019;0;213415;0;0;0;0;1297;24498;4364;6080;1115;30262;10852;3958;3991;7888;0;0;2530;222;3891;22799;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1
"1995";12193;"J2";60;2020;1501840;0;0;874790;678409;57856;4;4;0;208929;208929;0;0;0;48298;0;0;95344;304273;1501840;823431;362129;1999;0;0;1501840;0;0;0;4;2;2;0;0;0;0;0;0;0;0;0;0;0;2;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;208929;48298;0;0;34175;12871;0;0;57856;362129;0;0;331123;0;207;0;82353;110313;0;93650;0;0;0;9180;9896;0;15956;0;1761;154982;300;0;24740;18156;0;0;4782;2924;0;14426;41; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2
"1996";12194;"J3";61;2020;10839436;0;39048;8470330;1305080;111686;79;79;0;928725;967773;0;0;39048;308536;0;0;523704;1491477;4015468;2710388;1603163;2001;5378971;72200;5388265;0;0;0;75;45;30;0;0;0;0;0;0;0;0;4;1;3;46;33;79; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;928725;308536;0;0;169650;45518;0;0;111686;1603163;0;6823968;96437;0;130003;0;185589;13590;0;121045;0;0;10701;9085;37525;390058;0;15394;15130;45579;44803;101601;56432;2029;279913;20183;20183;3695;4968;42419;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3
"1997";12195;"J3";61;2020;0;0; ; ; ; ;0;0;0; ; ; ; ; ; ; ; ;0; ; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0
"1998";12197;"LN1";68;2020;10620176;0;31323;4786657;4230118;66956;94;94;0;1961885;1993208;0;0;31323;441366;0;0;834303;2827511;10620176;6390058;2894467;1988;0;1140145;9480031;0;0;0;91;37;54;0;0;0;0;0;0;0;0;3;2;1;39;55;94; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1961885;441366;0;0;297294;95643;0;0;66956;2894467;0;0;341419;0;76415;0;188630;253957;0;207170;0;0;172487;1003197;0;0;5978;281733;217638;21375;0;423815;699924;0;0;0;20719;0;50813;820418;969; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"1999";12198;"M1";72;2020;9351023;0;9717;4874397;4802803;211331;46;46;0;2466113;2996829;516229;0;14487;226249;52765;0;1062722;4059551;9351023;4548220;4270882;1992;0;0;9351023;0;0;0;22;12;10;22;10;12;0;0;0;0;0;1;0;1;23;23;46; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;2466113;226249;0;0;519232;239020;25456;0;211331;4270882;4420827;0;16751;0;567;0;69123;0;0;117395;0;0;176778;20462;0;0;426;6610;2276;13249;0;0;22;959;0;0;1529;80;10141;17202;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2
"2000";12199;"LN1";68;2020;14134694;21;26889;10771422;10457464;228706;41;41;0;1525963;1713609;160757;0;26889;311803;37403;0;838584;2552193;14134694;3677230;2780899;1992;0;0;14134694;0;0;0;32;12;20;6;4;2;0;0;0;12;9;3;0;3;28;34;62; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1525963;311803;0;0;349907;139471;0;515106;228706;2780899;0;0;440668;13289;88575;0;18405;112518;0;680100;0;0;136881;4545000;7291;4843;86006;357963;374790;68440;257875;1553727;932832;547;0;3236;17597;1354;43575;510804;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"2001";12200;"N4";82;2020;17247135;0;45003;6245482;4815585;320417;175;175;0;6710181;6842169;75378;0;56610;1259159;17467;0;2474337;9316506;16195340;11379755;9636923;1992;1111545;0;16135590;0;0;0;165;44;121;2;0;2;0;0;0;0;0;5;2;3;48;127;175; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;6710181;1259159;0;0;916203;281508;0;0;320417;9636923;0;1051795;1826464;0;146160;0;89883;111866;0;252145;0;0;0;28452;0;273367;3505;100142;3129;2154678;13954;2954;77019;36662;0;0;6004;0;40782;26521;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2
"2002";12201;"J4";62;2020;7834186;0;0;1458323;1397264;436029;30;30;0;1798440;1798440;0;0;0;315288;0;0;669794;2468234;7834186;6436922;2904263;1992;0;0;7834186;0;0;0;30;14;16;0;0;0;0;0;0;0;0;0;0;0;14;16;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1798440;315288;0;0;260528;93978;0;0;436029;2904263;773735;0;269737;59912;23321;0;34770;0;0;36985;0;0;0;15109;0;155791;0;7511;617;38567;1953;2031;10673;11366;0;181;2293;2862;3021;7888;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2
"2003";12203;"J4";62;2020;9418749;0;11675;5851808;5683990;28328;29;29;0;880003;891678;0;0;11675;125105;0;0;283618;1175296;9418749;3734759;1203624;1993;0;0;9418749;0;0;0;28;12;16;0;0;0;0;0;0;0;0;1;1;0;13;16;29; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;880003;125105;0;0;123882;34631;0;0;28328;1203624;4980644;0;94979;0;104732;0;56941;0;0;27781;0;0;0;10077;0;60000;2113;26535;1904;35022;343749;0;42321;3125;0;36429;8149;4123;6281;6723;180; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1
"2004";12204;"N3";80;2020;5609738;0;0;1208604;1034535;18311;49;49;0;1063628;1947489;883861;0;0;106965;241389;0;757877;2705366;5609738;4575203;2723677;1993;0;0;5609738;0;0;0;15;5;10;34;9;25;0;0;0;0;0;0;0;0;14;35;49; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1063628;106965;0;0;285615;123908;0;0;36622;2741988;0;0;194333;0;63438;0;27141;75003;0;0;0;0;0;191734;0;353780;1747;65267;4723;22595;2248;0;130091;13264;0;23072;1563;2398;2930;32772;505; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"2005";12205;"H1";52;2020;8195349;0;30927;2786149;2484610;503847;158;158;0;2613858;2644785;0;0;30927;655925;0;0;1142301;3787086;8067081;5582471;4290933;1994;45542;84714;8065093;0;0;0;154;77;77;0;0;0;0;0;0;0;0;4;3;1;80;78;158; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;2613858;655925;0;0;359036;127340;0;0;503847;4290933;63966;128268;144662;0;55634;0;60953;33694;0;296157;0;0;0;115059;16612;1404127;0;63174;8123;56608;42067;4157;126084;11293;0;66;22425;21367;40509;71144;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"2006";12206;"Q";86;2020;2170790;0;0;1083665;1043810;35527;32;30;0;138314;547904;409590;0;0;30194;89430;0;256700;804604;2170790;1126980;840131;1995;0;0;2170790;2;1;1;2;1;1;28;21;7;0;0;0;0;0;0;0;0;23;9;32; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;138314;30194;0;0;126018;11058;0;0;35527;840131;650753;0;66165;0;5162;0;11655;19736;0;292802;0;0;0;0;0;0;0;0;0;2098;58;0;18504;2407;0;0;11644;751;30;1900;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"2007";15677;"M1";70;2020;3849822;0;0;1998783;1781741;185110;46;46;0;1086424;1086424;0;0;0;168114;0;0;351485;1437909;3849822;2068081;1623019;2004;0;0;3849822;0;0;0;46;18;28;0;0;0;0;0;0;0;0;0;0;0;18;28;46; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1086424;168114;0;0;134689;48682;0;0;185110;1623019;1359693;0;46766;0;42056;0;49798;121397;0;29905;0;0;0;7002;29977;0;7013;45461;3860;43150;63271;0;100962;5777;0;2245;2457;10415;7510;20068;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3
"2008";12207;"H1";52;2020;2859293;0;7461;1916622;1801020;59810;23;20;0;321529;377404;48414;0;7461;82793;10784;0;163564;540968;2859293;1058273;600778;2005;0;0;2859293;3;1;2;15;6;9;4;0;4;0;0;0;0;0;1;1;0;8;15;23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;321529;82793;0;0;47404;15809;6774;0;59810;600778;1322672;0;84866;0;28038;0;16320;67269;0;39309;0;0;0;7451;77151;0;2633;124868;5052;923;3421;587;45389;1932;39685;4397;22162;0;5935;16562;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2
"2009";12208;"J3";61;2020;79651713;0;11358;67967166;67646355;15461;24;24;0;1151003;1162361;0;0;11358;485198;0;0;865748;2028109;79651713;12005358;2043570;2005;0;0;79651713;0;0;0;23;6;17;0;0;0;0;0;0;0;0;1;1;0;7;17;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1151003;485198;0;0;274784;113012;39893;0;15461;2090709;61383802;0;4719406;1452576;161995;0;611;157329;0;0;0;0;3824;0;0;9060;13552;5950;0;0;0;0;0;0;0;0;0;0;0;59061;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2
"2010";12209;"S";95;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"2011";12210;"N5";82;2020; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0
"2012";12213;"LN1";77;2020;3299038;0;0;1930201;945804;214173;20;20;0;616465;616465;0;0;0;96362;0;0;228193;844658;2351300;1405496;1058831;2006;1404595;74242;1820201;0;0;0;20;5;15;0;0;0;0;0;0;0;0;0;0;0;5;15;20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;616465;96362;0;0;98961;32870;0;0;214173;1058831;767475;947738;49298;0;17823;0;14310;3223;0;8330;0;0;0;0;0;61783;0;15268;1563;18680;1652;1081;0;14300;0;1007;1005;1517;0;4148;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1
"2013";12215;"M1";72;2020;13219250;0;7622;5266828;4728562;517015;34;34;0;4073960;4081582;0;0;7622;1157276;0;0;2632454;6714036;12589762;7861200;7231051;2009;0;0;13219250;0;0;0;33;30;3;0;0;0;0;0;0;0;0;1;1;0;31;3;34; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;4073960;1157276;0;0;817917;358989;310441;0;517015;7243220;0;0;3153061;0;0;0;51853;476525;0;149634;0;0;596638;17776;0;394047;6200;36398;3116;115661;1721;1200;1984;248621;0;0;6004;0;0;6389;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2
"2014";12216;"I1";55;2020;446010;2;0;686106;409307;7572;11;11;0;142891;147784;4893;0;0;42341;2495;0;74920;222704;446010;36703;230276;1987;0;263319;182691;0;0;0;10;5;5;1;1;0;0;0;0;2;0;0;0;0;8;5;13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;142891;42341;0;0;24369;5715;0;18542;7572;230276;52833;0;206358;0;3580;0;270000;1890;0;1800;0;0;0;3772;0;0;3920;0;11106;8050;100;5760;21010;4309;19870;1540;1986;600;4890;40850;3340; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"2015";17979;"I1";55;2020;1560519;3;0;1237242;1196465;6278;18;18;0;414338;414338;0;0;0;90534;0;0;174236;588574;1560519;364054;594852;2012;0;347358;1213161;0;0;0;18;9;9;0;0;0;0;0;0;2;1;0;0;0;11;10;21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;414338;90534;0;0;65416;18286;0;47921;6278;594852;169976;0;86388;1235;25839;0;5939;0;0;23898;0;0;0;55257;0;477328;6760;0;24450;35493;1523;3684;62190;0;76460;317;4186;68;959;84684;42687; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"2016";12217;"N2";79;2020;81029161;4;93906;69941876;23902083;1701375;774;774;0;11588290;12583213;901017;0;93906;3662612;209423;0;6675487;19258700;38438265;14536182;20960075;1988;0;6069535;74959626;0;0;0;695;417;278;55;43;12;0;0;0;2;2;24;19;5;481;297;778; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;11588290;3662612;0;0;2492541;645236;50857;133197;1701375;21345256;42590897;0;1294797;522318;428000;0;1312690;1501118;0;6888422;0;0;1449903;219449;96186;3349624;210238;378057;43356;2418359;115554;3208698;1116715;226010;1781531;47254;155881;10808;91781;349348;1687; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2
"2017";12218;"N3";81;2020;248821374;304;527536;46395813;36719119;15356574;9499;9499;0;34832925;116338404;80909935;0;595545;8024917;21377523;0;55017209;171355613;245413955;208694836;186712187;1983;7417971;64798;241338605;0;0;0;2634;1422;1212;6784;4878;1906;0;0;0;184;120;67;38;29;6531;3273;9803; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;34832925;8024917;0;0;20602107;4640193;372469;4282487;15356574;186712187;9849907;3407419;1062385;0;928021;0;4300741;829155;0;8648085;0;0;6e+05;41318;1190763;2868566;13862;281596;53223;564230;1460699;62397;1865497;218857;23101;5210;401399;299938;2674805;162313;299838; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"2018";12219;"I1";55;2020;1724748;36;0;1568125;1437359;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1724748;287389;0;2007;0;708232;1016516;1;0;1;0;0;0;0;0;0;0;0;0;20;16;0;0;0;20;17;37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;607939;0;0;108617;0;40720;3959;26553;0;97383;0;0;111375;0;0;0;10992;0;50000;1766;12985;40338;50077;3473;74382;240453;0;0;4104;4322;0;5278;65404;8005; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"2019";12220;"I1";55;2020;535526;0;0;411983;389341;19069;16;15;0;189319;189319;0;0;0;32986;0;0;66986;256305;535526;146185;275374;1989;0;70477;465049;1;0;1;15;12;3;0;0;0;0;0;0;0;0;0;0;0;12;4;16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;189319;32986;0;0;27061;6939;0;0;19069;275374;46179;0;14105;2283;7567;0;11774;0;0;20723;0;0;0;0;0;0;700;0;9619;15318;628;0;234501;0;0;0;4242;50;4425;19934;19935; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"2020";12221;"I1";55;2020;4911547;7;17382;2146474;2105419;54310;99;99;0;140668;1799745;1641695;0;17382;30712;358436;0;659443;2459188;4911547;2806128;2513498;2011;0;1875286;3036261;0;0;0;1;1;0;94;47;47;0;0;0;2;5;4;2;2;52;54;106; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;140668;30712;0;0;200726;69569;0;105987;54310;2513498;605501;0;239868;0;0;0;29398;0;0;0;0;0;0;187616;94993;8827;10667;0;96908;44703;6370;7924;101673;0;227731;0;5653;0;13980;245857;112818; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
"2021";19144;"M1";72;2020;4952524;0;0;248797;210554;8152;8;8;0;288000;790056;502056;0;0;21375;109560;0;250826;1040882;4952524;4741970;1049034;2002;0;0;4952524;0;0;0;1;1;0;7;4;3;0;0;0;0;0;0;0;0;5;3;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;288000;21375;0;0;83950;35941;0;0;8152;1049034;0;0;131697;0;35796;0;1650;0;0;4511;0;0;0;5492;0;0;0;8033;2549;9881;1548;0;6619;32682;0;0;4230;0;0;4109;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4
